автор;род деятельности;публикация;год публикации;формат публикации (переписка/письмо/отрывки/отрывок);односторонняя / двусторонняя;персоналии;примечания;электронный источник;адресат;количество писем;даты
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;М. В. Орловой . (1). 14 сентября 1843.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;М. В. Орловой. (1). 18—20 сентября 1843.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;М. В. Орловой. (1). 25—29 сентября 1843.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;Д. П. Иванову . (1). 1 октября 1843.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;М. В. Орловой. (1). 1 октября 1843.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;М. В. Орловой. (1). 2 октября 1843.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;М. В. Орловой. (1). 2 октября 1843.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;М. В. Орловой. (1). 3—4 октября 1843.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;М. В. Орловой. (1). 10 октября 1843.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;М. В. Орловой. (1). 12 октября 1843.;;;;;
