"source";"fam";"io";"io_short";"fam_single";"fam_orig";"fio_full";"fio_short";"wikidata_id";"wikidata_url"
"Панаев, Иван Иванович";"Панаев";"Иван Иванович";"И. И.";"Панаев";"Панаев";"Панаев, Иван Иванович";"Панаев, И. И.";"Q2992931";"https://www.wikidata.org/wiki/Q2992931"
"Писарский, В. А.";"Писарский";"В. А.";"В. А.";"Писарский";"Писарскому";"";"Писарский, В. А.";"";""
"Киселёв, В. П.";"Киселёв";"В. П.";"В. П.";"Киселёв";"Киселеву";"";"Киселёв, В. П.";"";""
"изд. «Современника»";"изд. «Современника»";"";"";"изд. «Современника»";"изд. «Современника»";"";"изд. «Современника»";"";""
"Корф, М. А.";"Корф";"Модест Андреевич";"М. А.";"Корф";"Корфу";"Корф, Модест Андреевич";"Корф, М. А.";"Q328549";"https://www.wikidata.org/wiki/Q328549"
"др";"др";"";"";"др";"др";"";"др";"";""
"ред. «Русского мира»";"ред. «Русского мира»";"";"";"ред. «Русского мира»";"ред. «Русского мира»";"";"ред. «Русского мира»";"";""
"Панаев, Ипполит Александрович";"Панаев";"Ипполит Александрович";"И. А.";"Панаев";"Панаев";"Панаев, Ипполит Александрович";"Панаев, И. А.";"";""
"Панаева, Авдотья Яковлевна (Головачёва)";"Панаева";"Авдотья Яковлевна (Головачёва)";"А. Я.";"Панаева";"Панаева";"Панаева, Авдотья Яковлевна (Головачёва)";"Панаева, А. Я.";"Q248977";"https://www.wikidata.org/wiki/Q248977"
"Панаева, М. Я.";"Панаева";"М. Я.";"М. Я.";"Панаева";"Панаева";"Панаева, М. Я.";"Панаева, М. Я.";"";""
"Пантелеев, Лонгин Фёдорович";"Пантелеев";"Лонгин Фёдорович";"Л. Ф.";"Пантелеев";"Пантелеев";"Пантелеев, Лонгин Фёдорович";"Пантелеев, Л. Ф.";"Q18044185";"https://www.wikidata.org/wiki/Q18044185"
"Пасеек, Татьяна Петровна (Кучина)";"Пасеек";"Татьяна Петровна (Кучина)";"Т. П.";"Пасеек";"Пасеек";"Пасеек, Татьяна Петровна (Кучина)";"Пасеек, Т. П.";"";""
"Пассек, Вадим Васильевич";"Пассек";"Вадим Васильевич";"В. В.";"Пассек";"Пассек";"Пассек, Вадим Васильевич";"Пассек, В. В.";"Q4346619";"https://www.wikidata.org/wiki/Q4346619"
"Паульсон, Иосиф Иванович";"Паульсон";"Иосиф Иванович";"И. И.";"Паульсон";"Паульсон";"Паульсон, Иосиф Иванович";"Паульсон, И. И.";"Q16685159";"https://www.wikidata.org/wiki/Q16685159"
"Пашино, Пётр Иванович";"Пашино";"Пётр Иванович";"П. И.";"Пашино";"Пашино";"Пашино, Пётр Иванович";"Пашино, П. И.";"Q28777165";"https://www.wikidata.org/wiki/Q28777165"
"Пашков, Ипполит Александрович";"Пашков";"Ипполит Александрович";"И. А.";"Пашков";"Пашков";"Пашков, Ипполит Александрович";"Пашков, И. А.";"Q74318145";"https://www.wikidata.org/wiki/Q74318145"
"Пенинский, Иван Степанович";"Пенинский";"Иван Степанович";"И. С.";"Пенинский";"Пенинский";"Пенинский, Иван Степанович";"Пенинский, И. С.";"";""
"Пеньковский, Иосиф (Осип) Матвеевич";"Пеньковский";"Иосиф (Осип) Матвеевич";"И. (.";"Пеньковский";"Пеньковский";"Пеньковский, Иосиф (Осип) Матвеевич";"Пеньковский, И. (.";"";""
"Перевозчиков, В.";"Перевозчиков";"В.";"В.";"Перевозчиков";"Перевозчиков";"Перевозчиков, В.";"Перевозчиков, В.";"";""
"Перовский, Алексей Алексеевич (Погорельский)";"Перовский";"Алексей Алексеевич (Погорельский)";"А. А.";"Перовский";"Перовский";"Перовский, Алексей Алексеевич (Погорельский)";"Перовский, А. А.";"Q1071676";"https://www.wikidata.org/wiki/Q1071676"
"Перовский, Алексей Алексеевич (Погорельский, Антон)";"Перовский";"Алексей Алексеевич (Погорельский";"А. А.";"Перовский";"Перовский";"Перовский, Алексей Алексеевич (Погорельский, Антон)";"Перовский, А. А.";"Q1071676";"https://www.wikidata.org/wiki/Q1071676"
"Пушкин, А. А.";"Пушкин";"А. А.";"А. А.";"Пушкин";"Пушкину";"";"Пушкин, А. А.";"Q4384708";"https://www.wikidata.org/wiki/Q4384708"
"Песковский, Матвей Леонтьевич";"Песковский";"Матвей Леонтьевич";"М. Л.";"Песковский";"Песковский";"Песковский, Матвей Леонтьевич";"Песковский, М. Л.";"Q4359714";"https://www.wikidata.org/wiki/Q4359714"
"Петров, Александр Григорьевич";"Петров";"Александр Григорьевич";"А. Г.";"Петров";"Петров";"Петров, Александр Григорьевич";"Петров, А. Г.";"";""
"Петров, Павел Яковлевич";"Петров";"Павел Яковлевич";"П. Я.";"Петров";"Петров";"Петров, Павел Яковлевич";"Петров, П. Я.";"Q4360844";"https://www.wikidata.org/wiki/Q4360844"
"Петров, Петр";"Петров";"Петр";"П.";"Петров";"Петров";"Петров, Петр";"Петров, П.";"Q4360849";"https://www.wikidata.org/wiki/Q4360849"
"Петрова Н. Я.";"Петрова Н. Я.";"";"";"Петрова Н. Я.";"Петрова Н. Я.";"Петрова Н. Я.";"Петрова Н. Я., ";"";""
"Петрова, А. М.";"Петрова";"А. М.";"А. М.";"Петрова";"Петрова";"Петрова, А. М.";"Петрова, А. М.";"";""
"Печаткин, Евгений Петрович";"Печаткин";"Евгений Петрович";"Е. П.";"Печаткин";"Печаткин";"Печаткин, Евгений Петрович";"Печаткин, Е. П.";"Q18044147";"https://www.wikidata.org/wiki/Q18044147"
"Печерин, Владимир Сергеевич";"Печерин";"Владимир Сергеевич";"В. С.";"Печерин";"Печерин";"Печерин, Владимир Сергеевич";"Печерин, В. С.";"Q943902";"https://www.wikidata.org/wiki/Q943902"
"Пиотровский, Игнатий Антонович";"Пиотровский";"Игнатий Антонович";"И. А.";"Пиотровский";"Пиотровский";"Пиотровский, Игнатий Антонович";"Пиотровский, И. А.";"";""
"Писарев, Александр Александрович";"Писарев";"Александр Александрович";"А. А.";"Писарев";"Писарев";"Писарев, Александр Александрович";"Писарев, А. А.";"Q4363530";"https://www.wikidata.org/wiki/Q4363530"
"Писарев, Дмитрий Иванович";"Писарев";"Дмитрий Иванович";"Д. И.";"Писарев";"Писарев";"Писарев, Дмитрий Иванович";"Писарев, Д. И.";"Q378753";"https://www.wikidata.org/wiki/Q378753"
"Трескина, А. К.";"Трескина";"А. К.";"А. К.";"Трескина";"Трескиной";"";"Трескина, А. К.";"";""
"Писарева, В. Д.";"Писарева";"В. Д.";"В. Д.";"Писарева";"Писаревой";"";"Писарева, В. Д.";"";""
"Майков, Л. Н.";"Майков";"Л. Н.";"Л. Н.";"Майков";"Майкову";"";"Майков, Л. Н.";"";""
"ред. «Вестника свободных мнений»";"ред. «Вестника свободных мнений»";"";"";"ред. «Вестника свободных мнений»";"ред. «Вестника свободных мнений»";"";"ред. «Вестника свободных мнений»";"";""
"Родители";"Родители";"";"";"Родители";"Родителям";"";"Родители";"";""
"Писарев, Модест Иванович";"Писарев";"Модест Иванович";"М. И.";"Писарев";"Писарев";"Писарев, Модест Иванович";"Писарев, М. И.";"Q16686376";"https://www.wikidata.org/wiki/Q16686376"
"Писемский, Алексей Феофилактович";"Писемский";"Алексей Феофилактович";"А. Ф.";"Писемский";"Писемский";"Писемский, Алексей Феофилактович";"Писемский, А. Ф.";"Q470371";"https://www.wikidata.org/wiki/Q470371"
"Бларамберг, Е. И.";"Бларамберг";"Е. И.";"Е. И.";"Бларамберг";"Бларамберг";"";"Бларамберг, Е. И.";"";""
"Стрепетова, П. А.";"Стрепетова";"Пелагея Антипьевна";"П. А.";"Стрепетова";"Стрепетовой";"Стрепетова, Пелагея Антипьевна";"Стрепетова, П. А.";"Q4443882";"https://www.wikidata.org/wiki/Q4443882"
"Плаутин, Сергей Фёдорович";"Плаутин";"Сергей Фёдорович";"С. Ф.";"Плаутин";"Плаутин";"Плаутин, Сергей Фёдорович";"Плаутин, С. Ф.";"";""
"Плаутин, Фёдор Сергеевич";"Плаутин";"Фёдор Сергеевич";"Ф. С.";"Плаутин";"Плаутин";"Плаутин, Фёдор Сергеевич";"Плаутин, Ф. С.";"";""
