"source";"fam";"io";"io_short";"fam_single";"fam_orig";"fio_full";"fio_short";"wikidata_id";"wikidata_url"
"Ректор Иенского ун-та.";"Ректор Иенского ун-та.";"";"";"Ректор Иенского ун-та.";"Ректор Иенского ун-та.";"Ректор Иенского ун-та.";"Ректор Иенского ун-та., ";"";""
"Ректор Киевского университета";"Ректор Киевского университета";"";"";"Ректор Киевского университета";"Ректору Киевского университета";"";"Ректор Киевского университета";"";""
"Ремезов, М. Н.";"Ремезов";"М. Н.";"М. Н.";"Ремезов";"Ремезову";"";"Ремезов, М. Н.";"";""
"Ремнёв, М. А.";"Ремнёв";"М. А.";"М. А.";"Ремнёв";"Ремневу";"";"Ремнёв, М. А.";"";""
"Рене Сестенор";"Рене Сестенор";"";"";"Рене Сестенор";"Рене Сестенору";"";"Рене Сестенор";"";""
"Ренненкампф, Н. К.";"Ренненкампф";"Н. К.";"Н. К.";"Ренненкампф";"Ренненкампфу";"";"Ренненкампф, Н. К.";"";""
"Ренненкампф, П. Я.";"Ренненкампф";"П. Я.";"П. Я.";"Ренненкампф";"Ренненкампфу";"";"Ренненкампф, П. Я.";"";""
"Ренском, Д. Н.";"Ренском";"Д. Н.";"Д. Н.";"Ренском";"Ренскому";"";"Ренском, Д. Н.";"";""
"Репин, И. Е.";"Репин";"Илья Ефимович";"И. Е.";"Репин";"Репину";"Репин, Илья Ефимович";"Репин, И. Е.";"";""
"Репин, Илья Ефимович";"Репин";"Илья Ефимович";"И. Е.";"Репин";"Репин";"Репин, Илья Ефимович";"Репин, И. Е.";"";""
"Репинский, Г. К.";"Репинский";"Г. К.";"Г. К.";"Репинский";"Репинскому";"";"Репинский, Г. К.";"";""
"Репины, В. А.";"Репины";"В. А.";"В. А.";"Репин";"Репиным";"";"Репин, В. А.";"";""
"Репины, М. М.";"Репины";"М. М.";"М. М.";"Репин";"Репиным";"";"Репин, М. М.";"";""
"Репнин-Волконский, Николай Григорьевич";"Репнин-Волконский";"Николай Григорьевич";"Н. Г.";"Репнин-Волконский";"Репнин-Волконский";"Репнин-Волконский, Николай Григорьевич";"Репнин-Волконский, Н. Г.";"";""
"Репнин, Флор Филиппович";"Репнин";"Флор Филиппович";"Ф. Ф.";"Репнин";"Репнин";"Репнин, Флор Филиппович";"Репнин, Ф. Ф.";"";""
"Репнина, В. Н.";"Репнина";"В. Н.";"В. Н.";"Репнина";"Репниной";"";"Репнина, В. Н.";"";""
"Репнина, Е. П.";"Репнина";"Е. П.";"Е. П.";"Репнина";"Репниной";"";"Репнина, Е. П.";"";""
"Репнину, Н. Г.";"Репнину";"Н. Г.";"Н. Г.";"Репнину";"Репнину";"";"Репнину, Н. Г.";"";""
