"source";"fam";"io";"io_short";"fam_single";"fam_orig";"fio_full";"fio_short";"wikidata_id";"wikidata_url"
"Каренина, В. М.";"Каренина";"В. М.";"В. М.";"Каренина";"Карениной";"";"Каренина, В. М.";"";""
"Карепина, В. М.";"Карепина";"В. М.";"В. М.";"Карепина";"Карепиной";"";"Карепина, В. М.";"";""
"Каченовский, В. М.";"Каченовский";"В. М.";"В. М.";"Каченовский";"Каченовскому";"";"Каченовский, В. М.";"";""
"Лавров, В. М.";"Лавров";"Василий Михайлович";"В. М.";"Лавров";"Лаврову";"Лавров, Василий Михайлович";"Лавров, В. М.";"";""
"Ивановы, С. А.";"Ивановы";"С. А.";"С. А.";"Иванов";"Ивановым";"";"Иванов, С. А.";"";""
"Ивановы, М. А.";"Ивановы";"М. А.";"М. А.";"Иванов";"Ивановым";"";"Иванов, М. А.";"";""
"Третьякова, В. Н.";"Третьякова";"В. Н.";"В. Н.";"Третьякова";"Третьяковой";"";"Третьякова, В. Н.";"";""
"Мещерский, В. П.";"Мещерский";"Владимир Петрович";"В. П.";"Мещерский";"Мещерскому";"Мещерский, Владимир Петрович";"Мещерский, В. П.";"";""
"Раевский, В. П.";"Раевский";"В. П.";"В. П.";"Раевский";"Раевскому";"";"Раевский, В. П.";"";""
"Соловьёв, Вс. С.";"Соловьёв";"Вс. С.";"Вс. С.";"Соловьёв";"Соловьеву";"";"Соловьёв, Вс. С.";"";""
"Благосветлов, Г. Е.";"Благосветлов";"Григорий Евлампиевич";"Г. Е.";"Благосветлов";"Благосветлову";"Благосветлов, Григорий Евлампиевич";"Благосветлов, Г. Е.";"";""
"Пантелеев, Г. Ф.";"Пантелеев";"Г. Ф.";"Г. Ф.";"Пантелеев";"Пантелееву";"";"Пантелеев, Г. Ф.";"";""
"Государственный банк";"Государственный банк";"";"";"Государственный банк";"Государственному банку";"";"Государственный банк";"";""
"Кишенский, Д. Д.";"Кишенский";"Д. Д.";"Д. Д.";"Кишенский";"Кишенскому";"";"Кишенский, Д. Д.";"";""
"Достоевская, Д. И.";"Достоевская";"Д. И.";"Д. И.";"Достоевская";"Достоевской";"";"Достоевская, Д. И.";"";""
"Константу, Д. С.";"Константу";"Д. С.";"Д. С.";"Константу";"Константу";"";"Константу, Д. С.";"";""
"Комаровская, Е. А.";"Комаровская";"Е. А.";"Е. А.";"Комаровская";"Комаровской";"";"Комаровская, Е. А.";"";""
"Штакеншнейдер, Е. А.";"Штакеншнейдер";"Е. А.";"Е. А.";"Штакеншнейдер";"Штакеншнейдер";"";"Штакеншнейдер, Е. А.";"";""
"Якушкин, Е. И.";"Якушкин";"Е. И.";"Е. И.";"Якушкин";"Якушкину";"";"Якушкин, Е. И.";"";""
"Гейден, Е. Н.";"Гейден";"Е. Н.";"Е. Н.";"Гейден";"Гейден";"";"Гейден, Е. Н.";"";""
"Лебедева, Е. Н.";"Лебедева";"Е. Н.";"Е. Н.";"Лебедева";"Лебедевой";"";"Лебедева, Е. Н.";"";""
"Иванова, Е. П.";"Иванова";"Е. П.";"Е. П.";"Иванова";"Ивановой";"";"Иванова, Е. П.";"";""
"Корнилова, Е. П.";"Корнилова";"Е. П.";"Е. П.";"Корнилова";"Корниловой";"";"Корнилова, Е. П.";"";""
"Ильминская, Е. С.";"Ильминская";"Е. С.";"Е. С.";"Ильминская";"Ильминской";"";"Ильминская, Е. С.";"";""
"Юнга, Е. Ф.";"Юнга";"Е. Ф.";"Е. Ф.";"Юнга";"Юнге";"";"Юнга, Е. Ф.";"";""
"Гончаров, И. А.";"Гончаров";"Иван Александрович";"И. А.";"Гончаров";"Гончарову";"Гончаров, Иван Александрович";"Гончаров, И. А.";"";""
"Любимов, И. А.";"Любимов";"И. А.";"И. А.";"Любимов";"Любимову";"";"Любимов, И. А.";"";""
"Ждан-Пушкин, И. В.";"Ждан-Пушкин";"И. В.";"И. В.";"Ждан-Пушкин";"Ждан-Пушкину";"";"Ждан-Пушкин, И. В.";"";""
"Сниткино, И. Г.";"Сниткино";"И. Г.";"И. Г.";"Сниткино";"Сниткину";"";"Сниткино, И. Г.";"";""
"Шуберт, И. И.";"Шуберт";"И. И.";"И. И.";"Шуберт";"Шуберт";"";"Шуберт, И. И.";"";""
"Янышев, И. Л.";"Янышев";"И. Л.";"И. Л.";"Янышев";"Янышеву";"";"Янышев, И. Л.";"";""
"Алонкино, И. М.";"Алонкино";"И. М.";"И. М.";"Алонкино";"Алонкину";"";"Алонкино, И. М.";"";""
"Ливчак, И. Н.";"Ливчак";"И. Н.";"И. Н.";"Ливчак";"Ливчаку";"";"Ливчак, И. Н.";"";""
"Страхов, И. Н.";"Страхов";"И. Н.";"И. Н.";"Страхов";"Страхову";"";"Страхов, И. Н.";"";""
"Иславино, К. А.";"Иславино";"К. А.";"К. А.";"Иславино";"Иславину";"";"Иславино, К. А.";"";""
"Маслянников, К. И.";"Маслянников";"К. И.";"К. И.";"Маслянников";"Маслянникову";"";"Маслянников, К. И.";"";""
"Бестужев-Рюмин, К. Н.";"Бестужев-Рюмин";"К. Н.";"К. Н.";"Бестужев-Рюмин";"Бестужеву-Рюмину";"";"Бестужев-Рюмин, К. Н.";"";""
"Веселовский, К. С.";"Веселовский";"К. С.";"К. С.";"Веселовский";"Веселовскому";"";"Веселовский, К. С.";"";""
"Казначей Общества для пособия нуждающиеся литераторы и учёные И. Н. Березин";"Казначей Общества для пособия нуждающиеся литераторы и учёные И. Н. Березин";"";"";"Казначей Общества для пособия нуждающиеся литераторы и учёные И. Н. Березин";"Казначею Общества для пособия нуждающимся литераторам и ученым И. Н. Березину";"";"Казначей Общества для пособия нуждающиеся литераторы и учёные И. Н. Березин";"";""
"Казначей общества для пособия нуждающиеся литераторы и учёные И. Н. Березин";"Казначей общества для пособия нуждающиеся литераторы и учёные И. Н. Березин";"";"";"Казначей общества для пособия нуждающиеся литераторы и учёные И. Н. Березин";"Казначею общества для пособия нуждающимся литераторам и ученым И. Н. Березину";"";"Казначей общества для пособия нуждающиеся литераторы и учёные И. Н. Березин";"";""
"Комитет Общества для пособия нуждающиеся литераторы и учёные";"Комитет Общества для пособия нуждающиеся литераторы и учёные";"";"";"Комитет Общества для пособия нуждающиеся литераторы и учёные";"Комитету Общества для пособия нуждающимся литераторам и ученым";"";"Комитет Общества для пособия нуждающиеся литераторы и учёные";"";""
"Леонов, Л. А.";"Леонов";"Л. А.";"Л. А.";"Леонов";"Леонову";"";"Леонов, Л. А.";"";""
"Ожигина, Л. А.";"Ожигина";"Л. А.";"Л. А.";"Ожигина";"Ожигиной";"";"Ожигина, Л. А.";"";""
"Милюковы, Л. А.";"Милюковы";"Л. А.";"Л. А.";"Милюков";"Милюковым";"";"Милюков, Л. А.";"";""
"Милюковы, О. А.";"Милюковы";"О. А.";"О. А.";"Милюков";"Милюковым";"";"Милюков, О. А.";"";""
"Головина, Л. В.";"Головина";"Л. В.";"Л. В.";"Головина";"Головиной";"";"Головина, Л. В.";"";""
"Григорьев, Л. В.";"Григорьев";"Л. В.";"Л. В.";"Григорьев";"Григорьеву";"";"Григорьев, Л. В.";"";""
"Достоевская, Л. Г.";"Достоевская";"Л. Г.";"Л. Г.";"Достоевская";"Достоевской";"";"Достоевская, Л. Г.";"";""
"Достоевская, Л. Ф.";"Достоевская";"Л. Ф.";"Л. Ф.";"Достоевская";"Достоевской";"";"Достоевская, Л. Ф.";"";""
"Хохрякова, Л. Х.";"Хохрякова";"Л. Х.";"Л. Х.";"Хохрякова";"Хохряковой";"";"Хохрякова, Л. Х.";"";""
"Александров, М. А.";"Александров";"М. А.";"М. А.";"Александров";"Александрову";"";"Александров, М. А.";"";""
"Загуляев, М. А.";"Загуляев";"М. А.";"М. А.";"Загуляев";"Загуляеву";"";"Загуляев, М. А.";"";""
"Поливанова, М. А.";"Поливанова";"М. А.";"М. А.";"Поливанова";"Поливановой";"";"Поливанова, М. А.";"";""
"Юркевич, М. А.";"Юркевич";"М. А.";"М. А.";"Юркевич";"Юркевичу";"";"Юркевич, М. А.";"";""
"Рыкачевы, М. А.";"Рыкачевы";"М. А.";"М. А.";"Рыкачева";"Рыкачевым";"";"Рыкачева, М. А.";"";""
"Рыкачевы, Е. А.";"Рыкачевы";"Е. А.";"Е. А.";"Рыкачева";"Рыкачевым";"";"Рыкачева, Е. А.";"";""
"Белинский, М. В.";"Белинский";"М. В.";"М. В.";"Белинский";"Белинский";"";"Белинский, М. В.";"";""
"Родевич, М. В.";"Родевич";"М. В.";"М. В.";"Родевич";"Родевичу";"";"Родевич, М. В.";"";""
"Исаева, М. Д.";"Исаева";"М. Д.";"М. Д.";"Исаева";"Исаевой";"";"Исаева, М. Д.";"";""
"Александров, М. Л.";"Александров";"М. Л.";"М. Л.";"Александров";"Александрову";"";"Александров, М. Л.";"";""
"Достоевский, М. М.";"Достоевский";"Михаил Михайлович";"М. М.";"Достоевский";"Достоевскому";"Достоевский, Михаил Михайлович";"Достоевский, М. М.";"";""
"Надеин, М. П.";"Надеин";"М. П.";"М. П.";"Надеин";"Надеину";"";"Надеин, М. П.";"";""
"Фёдоров, М. П.";"Фёдоров";"М. П.";"М. П.";"Фёдоров";"Федорову";"";"Фёдоров, М. П.";"";""
"М. Ф Достоевская";"М. Ф Достоевская";"";"";"М. Ф Достоевская";"М. Ф Достоевской";"";"М. Ф Достоевская";"";""
"Иванова, Н. А.";"Иванова";"Н. А.";"Н. А.";"Иванова";"Ивановой";"";"Иванова, Н. А.";"";""
"Любимов, Н. А.";"Любимов";"Николай Алексеевич";"Н. А.";"Любимов";"Любимову";"Любимов, Николай Алексеевич";"Любимов, Н. А.";"";""
"Будаевский, Н.";"Будаевский";"Н.";"Н.";"Будаевский";"Будаевскому";"";"Будаевский, Н.";"";""
"Фонвизина, Н. Д.";"Фонвизина";"Н. Д.";"Н. Д.";"Фонвизина";"Фонвизиной";"";"Фонвизина, Н. Д.";"";""
"Грищенко, Н. Е.";"Грищенко";"Н. Е.";"Н. Е.";"Грищенко";"Грищенко";"";"Грищенко, Н. Е.";"";""
"Некрасов, Н. Л.";"Некрасов";"Н. Л.";"Н. Л.";"Некрасов";"Некрасову";"";"Некрасов, Н. Л.";"";""
"Озмидов, Н. Л.";"Озмидов";"Н. Л.";"Н. Л.";"Озмидов";"Озмидову";"";"Озмидов, Н. Л.";"";""
"Достоевский, Н. М.";"Достоевский";"Н. М.";"Н. М.";"Достоевский";"Достоевскому";"";"Достоевский, Н. М.";"";""
"Вагнер, Н. П.";"Вагнер";"Николай Петрович (кот Мурлыка)";"Н. П.";"Вагнер";"Вагнеру";"Вагнер, Николай Петрович (кот Мурлыка)";"Вагнер, Н. П.";"";""
"Петерсон, Н. П.";"Петерсон";"Н. П.";"Н. П.";"Петерсон";"Петерсону";"";"Петерсон, Н. П.";"";""
"Суслова, Н. П.";"Суслова";"Н. П.";"Н. П.";"Суслова";"Сусловой";"";"Суслова, Н. П.";"";""
"Бунаков, Н. Ф.";"Бунаков";"Н. Ф.";"Н. Ф.";"Бунаков";"Бунакову";"";"Бунаков, Н. Ф.";"";""
"Юшков, Н. Ф.";"Юшков";"Н. Ф.";"Н. Ф.";"Юшков";"Юшкову";"";"Юшков, Н. Ф.";"";""
"Антипова, О. А.";"Антипова";"О. А.";"О. А.";"Антипова";"Антиповой";"";"Антипова, О. А.";"";""
"Миллер, О. Ф.";"Миллер";"Орест Фёдорович";"О. Ф.";"Миллер";"Миллеру";"Миллер, Орест Фёдорович";"Миллер, О. Ф.";"";""
"Нечаева, О. Я.";"Нечаева";"О. Я.";"О. Я.";"Нечаева";"Нечаевой";"";"Нечаева, О. Я.";"";""
"Давыдов, П. А.";"Давыдов";"П. А.";"П. А.";"Давыдов";"Давыдову";"";"Давыдов, П. А.";"";""
"Исаев, П. А.";"Исаев";"Павел Александрович";"П. А.";"Исаев";"Исаеву";"Исаев, Павел Александрович";"Исаев, П. А.";"";""
"Каренин, П. А.";"Каренин";"П. А.";"П. А.";"Каренин";"Каренину";"";"Каренин, П. А.";"";""
"Карепин, П. А.";"Карепин";"П. А.";"П. А.";"Карепин";"Карепину";"";"Карепин, П. А.";"";""
"Козлов, П. А.";"Козлов";"П. А.";"П. А.";"Козлов";"Козлову";"";"Козлов, П. А.";"";""
"Быков, П. В.";"Быков";"П. В.";"П. В.";"Быков";"Быкову";"";"Быков, П. В.";"";""
"Гусева, П. Е.";"Гусева";"П. Е.";"П. Е.";"Гусева";"Гусевой";"";"Гусева, П. Е.";"";""
"Кехрибарджи, П. Е.";"Кехрибарджи";"П. Е.";"П. Е.";"Кехрибарджи";"Кехрибарджи";"";"Кехрибарджи, П. Е.";"";""
"Третьяков, П. М.";"Третьяков";"П. М.";"П. М.";"Третьяков";"Третьякову";"";"Третьяков, П. М.";"";""
"Казанский, П. П.";"Казанский";"П. П.";"П. П.";"Казанский";"Казанскому";"";"Казанский, П. П.";"";""
"Потоцкий, П. П.";"Потоцкий";"П. П.";"П. П.";"Потоцкий";"Потоцкому";"";"Потоцкий, П. П.";"";""
"Редактор одного из иностранных журналов";"Редактор одного из иностранных журналов";"";"";"Редактор одного из иностранных журналов";"Редактору одного из иностранных журналов";"";"Редактор одного из иностранных журналов";"";""
"Редакция «Санкт-Петербургских ведомостей»";"Редакция «Санкт-Петербургских ведомостей»";"";"";"Редакция «Санкт-Петербургских ведомостей»";"Редакции «Санкт-Петербургских ведомостей»";"";"Редакция «Санкт-Петербургских ведомостей»";"";""
"Редакция «Северной пчелы»";"Редакция «Северной пчелы»";"";"";"Редакция «Северной пчелы»";"Редакции «Северной пчелы»";"";"Редакция «Северной пчелы»";"";""
"Редакция «Сына отечества»";"Редакция «Сына отечества»";"";"";"Редакция «Сына отечества»";"Редакции «Сына отечества»";"";"Редакция «Сына отечества»";"";""
"Редакция газеты «Новое время»";"Редакция газеты «Новое время»";"";"";"Редакция газеты «Новое время»";"Редакции газеты «Новое время»";"";"Редакция газеты «Новое время»";"";""
"Редакция журнала «Русский вестник»";"Редакция журнала «Русский вестник»";"";"";"Редакция журнала «Русский вестник»";"Редакции журнала «Русский вестник»";"";"Редакция журнала «Русский вестник»";"";""
"Иванова, С. А.";"Иванова";"С. А.";"С. А.";"Иванова";"Ивановой";"";"Иванова, С. А.";"";""
"Юрьев, С. А.";"Юрьев";"Сергей Андреевич";"С. А.";"Юрьев";"Юрьеву";"Юрьев, Сергей Андреевич";"Юрьев, С. А.";"";""
"Энгельгардт, С. В.";"Энгельгардт";"Софья Владимировна";"С. В.";"Энгельгардт";"Энгельгардт";"Энгельгардт, Софья Владимировна";"Энгельгардт, С. В.";"";""
"Яновском, С. Д.";"Яновском";"С. Д.";"С. Д.";"Яновском";"Яновскому";"";"Яновском, С. Д.";"";""
"Лурья, С. Е.";"Лурья";"С. Е.";"С. Е.";"Лурья";"Лурье";"";"Лурья, С. Е.";"";""
"Лобода, С. М.";"Лобода";"С. М.";"С. М.";"Лобода";"Лобода";"";"Лобода, С. М.";"";""
"Фёдоров, С. Н.";"Фёдоров";"С. Н.";"С. Н.";"Фёдоров";"Федорову";"";"Фёдоров, С. Н.";"";""
"Хитрово, С. П.";"Хитрово";"С. П.";"С. П.";"Хитрово";"Хитрово";"";"Хитрово, С. П.";"";""
"Слушательница Высших женских курсов";"Слушательница Высших женских курсов";"";"";"Слушательница Высших женских курсов";"Слушательнице Высших женских курсов";"";"Слушательница Высших женских курсов";"";""
"Студенты Института инженеров путей сообщения";"Студенты Института инженеров путей сообщения";"";"";"Студенты Института инженеров путей сообщения";"Студентам Института инженеров путей сообщения";"";"Студенты Института инженеров путей сообщения";"";""
"Студенты Московского университета";"Студенты Московского университета";"";"";"Студенты Московского университета";"Студентам Московского университета";"";"Студенты Московского университета";"";""
"Филиппов, Т. И.";"Филиппов";"Тертий Иванович";"Т. И.";"Филиппов";"Филиппову";"Филиппов, Тертий Иванович";"Филиппов, Т. И.";"";""
"Бурдин, Ф. А.";"Бурдин";"Ф. А.";"Ф. А.";"Бурдин";"Бурдину";"";"Бурдин, Ф. А.";"";""
"Берг, Ф. Н.";"Берг";"Ф. Н.";"Ф. Н.";"Берг";"Бергу";"";"Берг, Ф. Н.";"";""
"Тома, Ф.";"Тома";"Ф.";"Ф.";"Тома";"Тома";"";"Тома, Ф.";"";""
"Веселаго, Ф. Ф.";"Веселаго";"Феодосий Фёдорович";"Ф. Ф.";"Веселаго";"Веселаго";"Веселаго, Феодосий Фёдорович";"Веселаго, Ф. Ф.";"";""
"Достоевский, Ф. Ф.";"Достоевский";"Ф. Ф.";"Ф. Ф.";"Достоевский";"Достоевскому";"";"Достоевский, Ф. Ф.";"";""
"Радецком, Ф. Ф.";"Радецком";"Ф. Ф.";"Ф. Ф.";"Радецком";"Радецкому";"";"Радецком, Ф. Ф.";"";""
"Алчевская, Х. Д.";"Алчевская";"Христина Даниловна";"Х. Д.";"Алчевская";"Алчевской";"Алчевская, Христина Даниловна";"Алчевская, Х. Д.";"";""
"Валиханов, Ч. Ч.";"Валиханов";"Ч. Ч.";"Ч. Ч.";"Валиханов";"Валиханову";"";"Валиханов, Ч. Ч.";"";""
"Абу, Э.";"Абу";"Э.";"Э.";"Абу";"Абу";"";"Абу, Э.";"";""
"Тотлебен, Э. И.";"Тотлебен";"Э. И.";"Э. И.";"Тотлебен";"Тотлебену";"";"Тотлебен, Э. И.";"";""
"Достоевская, Э. Ф.";"Достоевская";"Э. Ф.";"Э. Ф.";"Достоевская";"Достоевской";"";"Достоевская, Э. Ф.";"";""
"Мюллер, Ю. А.";"Мюллер";"Ю. А.";"Ю. А.";"Мюллер";"Мюллеру";"";"Мюллер, Ю. А.";"";""
"Абаза, Ю. Ф.";"Абаза";"Ю. Ф.";"Ю. Ф.";"Абаза";"Абаза";"";"Абаза, Ю. Ф.";"";""
"Дриянский, Егор Эдуардович (Дрианский)";"Дриянский";"Егор Эдуардович (Дрианский)";"Е. Э.";"Дриянский";"Дриянский";"Дриянский, Егор Эдуардович (Дрианский)";"Дриянский, Е. Э.";"";""
"Кушелев-Безбородко, Г. А.";"Кушелев-Безбородко";"Григорий Александрович";"Г. А.";"Кушелев-Безбородко";"Кушелеву-Безбородко";"Кушелев-Безбородко, Григорий Александрович";"Кушелев-Безбородко, Г. А.";"";""
"Ковалевский, Евгр. П.";"Ковалевский";"Евгр. П.";"Евгр. П.";"Ковалевский";"Ковалевскому";"";"Ковалевский, Евгр. П.";"";""
"Максимов, С. В.";"Максимов";"Сергей Васильевич";"С. В.";"Максимов";"Максимову";"Максимов, Сергей Васильевич";"Максимов, С. В.";"";""
"Дрожжин, Спиридон Дмитриевич";"Дрожжин";"Спиридон Дмитриевич";"С. Д.";"Дрожжин";"Дрожжин";"Дрожжин, Спиридон Дмитриевич";"Дрожжин, С. Д.";"";""
"Благово, А. Н.";"Благово";"А. Н.";"А. Н.";"Благово";"Благову";"";"Благово, А. Н.";"";""
"Горбунов-Посадов, И. И.";"Горбунов-Посадов";"Иван Иванович";"И. И.";"Горбунов-Посадов";"Горбунову-Посадову";"Горбунов-Посадов, Иван Иванович";"Горбунов-Посадов, И. И.";"";""
"Назаров, И.";"Назаров";"И.";"И.";"Назаров";"Назарову";"";"Назаров, И.";"";""
"Леонов, М. Л.";"Леонов";"М. Л.";"М. Л.";"Леонов";"Леонову";"";"Леонов, М. Л.";"";""
"редакция";"редакция";"";"";"редакция";"редакции";"";"редакция";"";""
"Дросси, Андрей Дмитриевич";"Дросси";"Андрей Дмитриевич";"А. Д.";"Дросси";"Дросси";"Дросси, Андрей Дмитриевич";"Дросси, А. Д.";"";""
"Дружинин, Александр Васильевич";"Дружинин";"Александр Васильевич";"А. В.";"Дружинин";"Дружинин";"Дружинин, Александр Васильевич";"Дружинин, А. В.";"";""
"Григорович, Д. В.";"Григорович";"Дмитрий Васильевич";"Д. В.";"Григорович";"Григоровичу";"Григорович, Дмитрий Васильевич";"Григорович, Д. В.";"";""
"Ахматова, Е. Н.";"Ахматова";"Елизавета Николаевна";"Е. Н.";"Ахматова";"Ахматовой";"Ахматова, Елизавета Николаевна";"Ахматова, Е. Н.";"";""
"Ливенцов, М. А.";"Ливенцов";"Михаил Алексеевич";"М. А.";"Ливенцов";"Ливенцову";"Ливенцов, Михаил Алексеевич";"Ливенцов, М. А.";"";""
"Налимов, П. А.";"Налимов";"П. А.";"П. А.";"Налимов";"Налимову";"";"Налимов, П. А.";"";""
"Дубельт, А. В. ";"Дубельт";"А. В.";"А. В.";"Дубельт";"Дубельт";"Дубельт, А. В. ";"Дубельт, А. В.";"";""
"Дубельт, Леонтий Васильевич";"Дубельт";"Леонтий Васильевич";"Л. В.";"Дубельт";"Дубельт";"Дубельт, Леонтий Васильевич";"Дубельт, Л. В.";"";""
"Дубовицкий, Пётр Александрович";"Дубовицкий";"Пётр Александрович";"П. А.";"Дубовицкий";"Дубовицкий";"Дубовицкий, Пётр Александрович";"Дубовицкий, П. А.";"";""
"Думшин, Георгий Данилович";"Думшин";"Георгий Данилович";"Г. Д.";"Думшин";"Думшин";"Думшин, Георгий Данилович";"Думшин, Г. Д.";"";""
"Дурова, Надежда Андреевна";"Дурова";"Надежда Андреевна";"Н. А.";"Дурова";"Дурова";"Дурова, Надежда Андреевна";"Дурова, Н. А.";"";""
"Валькова, А. С.";"Валькова";"А. С.";"А. С.";"Валькова";"Вальковой";"";"Валькова, А. С.";"";""
"Мамышев, В. Н.";"Мамышев";"В. Н.";"В. Н.";"Мамышев";"Мамышеву";"";"Мамышев, В. Н.";"";""
"Мамышев, Н. Р.";"Мамышев";"Н. Р.";"Н. Р.";"Мамышев";"Мамышеву";"";"Мамышев, Н. Р.";"";""
"Ливен, Х. А.";"Ливен";"Х. А.";"Х. А.";"Ливен";"Ливену";"";"Ливен, Х. А.";"";""
"Ерлич, Э. О.";"Ерлич";"Э. О.";"Э. О.";"Ерлич";"Ерличу";"";"Ерлич, Э. О.";"";""
"Дурова, Надежда Андреевна (Александра Андреевича Александрова)";"Дурова";"Надежда Андреевна (Александра Андреевича Александрова)";"Н. А.";"Дурова";"Дурова";"Дурова, Надежда Андреевна (Александра Андреевича Александрова)";"Дурова, Н. А.";"";""
"Дюбюк, Александр Иванович";"Дюбюк";"Александр Иванович";"А. И.";"Дюбюк";"Дюбюк";"Дюбюк, Александр Иванович";"Дюбюк, А. И.";"";""
"Елагина, Авдотья Петровна (Юшкова, Киреевская)";"Елагина";"Авдотья Петровна (Юшкова";"А. П.";"Елагина";"Елагина";"Елагина, Авдотья Петровна (Юшкова, Киреевская)";"Елагина, А. П.";"";""
"Еленев, Фёдор Павлович";"Еленев";"Фёдор Павлович";"Ф. П.";"Еленев";"Еленев";"Еленев, Фёдор Павлович";"Еленев, Ф. П.";"";""
"Елисеев, Григорий Захарович";"Елисеев";"Григорий Захарович";"Г. З.";"Елисеев";"Елисеев";"Елисеев, Григорий Захарович";"Елисеев, Г. З.";"";""
"Унковский, А. М.";"Унковский";"Алексей Михайлович";"А. М.";"Унковский";"Унковскому";"Унковский, Алексей Михайлович";"Унковский, А. М.";"";""
"Ельчанинов, Н.";"Ельчанинов";"Н.";"Н.";"Ельчанинов";"Ельчанинов";"Ельчанинов, Н.";"Ельчанинов, Н.";"";""
"епископ Филарет";"епископ Филарет";"";"";"епископ Филарет";"епископ Филарет";"епископ Филарет";"епископ Филарет, ";"";""
"Еремеев, Иван Васильевич";"Еремеев";"Иван Васильевич";"И. В.";"Еремеев";"Еремеев";"Еремеев, Иван Васильевич";"Еремеев, И. В.";"";""
"Ермолаев, Александр Иванович";"Ермолаев";"Александр Иванович";"А. И.";"Ермолаев";"Ермолаев";"Ермолаев, Александр Иванович";"Ермолаев, А. И.";"";""
"Ермолова, Мария Николаевна";"Ермолова";"Мария Николаевна";"М. Н.";"Ермолова";"Ермолова";"Ермолова, Мария Николаевна";"Ермолова, М. Н.";"";""
"Южин, А. И.";"Южин";"А. И.";"А. И.";"Южин";"Южину";"";"Южин, А. И.";"";""
"Ершов, Пётр Павлович";"Ершов";"Пётр Павлович";"П. П.";"Ершов";"Ершов";"Ершов, Пётр Павлович";"Ершов, П. П.";"";""
"Ефименко, Пётр Саввич";"Ефименко";"Пётр Саввич";"П. С.";"Ефименко";"Ефименко";"Ефименко, Пётр Саввич";"Ефименко, П. С.";"";""
"Ефремов, Пётр Александрович";"Ефремов";"Пётр Александрович";"П. А.";"Ефремов";"Ефремов";"Ефремов, Пётр Александрович";"Ефремов, П. А.";"";""
"Железников, Пётр Семенович";"Железников";"Пётр Семенович";"П. С.";"Железников";"Железников";"Железников, Пётр Семенович";"Железников, П. С.";"";""
"Железнов, Иосаф Игнатьевич";"Железнов";"Иосаф Игнатьевич";"И. И.";"Железнов";"Железнов";"Железнов, Иосаф Игнатьевич";"Железнов, И. И.";"";""
"Железнов, Михаил Иванович";"Железнов";"Михаил Иванович";"М. И.";"Железнов";"Железнов";"Железнов, Михаил Иванович";"Железнов, М. И.";"";""
"Жемчужников, Алексей Михайлович";"Жемчужников";"Алексей Михайлович";"А. М.";"Жемчужников";"Жемчужников";"Жемчужников, Алексей Михайлович";"Жемчужников, А. М.";"";""
"Арцимович, В. А.";"Арцимович";"В. А.";"В. А.";"Арцимович";"Арцимовичу";"";"Арцимович, В. А.";"";""
"Жемчужников, В. М.";"Жемчужников";"В. М.";"В. М.";"Жемчужников";"Жемчужникову";"";"Жемчужников, В. М.";"";""
"Бунин, И. А.";"Бунин";"И. А.";"И. А.";"Бунин";"Бунину";"";"Бунин, И. А.";"";""
"Жемчужников, М. Н.";"Жемчужников";"М. Н.";"М. Н.";"Жемчужников";"Жемчужникову";"";"Жемчужников, М. Н.";"";""
"ред. «С.-Петерб. вед.»";"ред. «С.-Петерб. вед.»";"";"";"ред. «С.-Петерб. вед.»";"ред. «С.-Петерб. вед.»";"";"ред. «С.-Петерб. вед.»";"";""
"Фидлер, Ф. Ф.";"Фидлер";"Ф. Ф.";"Ф. Ф.";"Фидлер";"Фидлеру";"";"Фидлер, Ф. Ф.";"";""
"Жемчужников, Лев Михайлович";"Жемчужников";"Лев Михайлович";"Л. М.";"Жемчужников";"Жемчужников";"Жемчужников, Лев Михайлович";"Жемчужников, Л. М.";"";""
"Жирков, И. Ф. ";"Жирков";"И. Ф.";"И. Ф.";"Жирков";"Жирков";"Жирков, И. Ф. ";"Жирков, И. Ф.";"";""
"Жихарев, Степан Петрович";"Жихарев";"Степан Петрович";"С. П.";"Жихарев";"Жихарев";"Жихарев, Степан Петрович";"Жихарев, С. П.";"";""
"Жобар, Жан-Баптист-Альфонс";"Жобар";"Жан-Баптист-Альфонс";"Ж.";"Жобар";"Жобар";"Жобар, Жан-Баптист-Альфонс";"Жобар, Ж.";"";""
"Жукова, Мария Семёновна";"Жукова";"Мария Семёновна";"М. С.";"Жукова";"Жукова";"Жукова, Мария Семёновна";"Жукова, М. С.";"";""
"Фадеева, Е. П.";"Фадеева";"Е. П.";"Е. П.";"Фадеева";"Фадеевой";"";"Фадеева, Е. П.";"";""
"Жуковская, Е. А.";"Жуковская";"Е. А.";"Е. А.";"Жуковская";"Жуковская";"Жуковская, Е. А.";"Жуковская, Е. А.";"";""
"Жуковский, Василий Андреевич";"Жуковский";"Василий Андреевич";"В. А.";"Жуковский";"Жуковский";"Жуковский, Василий Андреевич";"Жуковский, В. А.";"";""
"Ашик, А. Б.";"Ашик";"А. Б.";"А. Б.";"Ашик";"Ашику";"";"Ашик, А. Б.";"";""
"Родзянке, А. Г.";"Родзянке";"А. Г.";"А. Г.";"Родзянке";"Родзянке";"";"Родзянке, А. Г.";"";""
"Гумбольдт, А.";"Гумбольдт";"А.";"А.";"Гумбольдт";"Гумбольдту";"";"Гумбольдт, А.";"";""
