"source";"fam";"io";"io_short";"fam_single";"fam_orig";"fio_full";"fio_short";"wikidata_id";"wikidata_url"
"Измайлов, А. Е.";"Измайлов";"Александр Ефимович";"А. Е.";"Измайлов";"Измайлову";"Измайлов, Александр Ефимович";"Измайлов, А. Е.";"";""
"Козлова, А. И.";"Козлова";"А. И.";"А. И.";"Козлова";"Козловой";"";"Козлова, А. И.";"";""
"Соковнина, А. М.";"Соковнина";"А. М.";"А. М.";"Соковнина";"Соковниной";"";"Соковнина, А. М.";"";""
"Тургенев, А. М.";"Тургенев";"А. М.";"А. М.";"Тургенев";"Тургеневу";"";"Тургенев, А. М.";"";""
"Мальтиц, А.";"Мальтиц";"А.";"А.";"Мальтиц";"Мальтицу";"";"Мальтиц, А.";"";""
"Арбенева, А. Н.";"Арбенева";"А. Н.";"А. Н.";"Арбенева";"Арбеневой";"";"Арбенева, А. Н.";"";""
"Свечина, М. Н.";"Свечина";"М. Н.";"М. Н.";"Свечина";"Свечиной";"";"Свечина, М. Н.";"";""
"Кологривова, А. Н.";"Кологривова";"А. Н.";"А. Н.";"Кологривова";"Кологривовой";"";"Кологривова, А. Н.";"";""
"Арбенев, А. П.";"Арбенев";"А. П.";"А. П.";"Арбенев";"Арбеневу";"";"Арбенев, А. П.";"";""
"Глинка, А. П.";"Глинка";"Авдотья Павловна (Голенищева-Кутузова)";"А. П.";"Глинка";"Глинке";"Глинка, Авдотья Павловна (Голенищева-Кутузова)";"Глинка, А. П.";"";""
"Киреевская, А. П.";"Киреевская";"А. П.";"А. П.";"Киреевская";"Киреевской";"";"Киреевская, А. П.";"";""
"Оболенский, А. П.";"Оболенский";"А. П.";"А. П.";"Оболенский";"Оболенскому";"";"Оболенский, А. П.";"";""
"Юшкова, А. П.";"Юшкова";"А. П.";"А. П.";"Юшкова";"Юшковой";"";"Юшкова, А. П.";"";""
"Будберг, А. Ф.";"Будберг";"А. Ф.";"А. Ф.";"Будберг";"Будбергу";"";"Будберг, А. Ф.";"";""
"Александра Фёдоровна";"Александра Фёдоровна";"";"";"Александра Фёдоровна";"Александре Федоровне";"";"Александра Фёдоровна";"";""
"Олсуфьев, В. Д.";"Олсуфьев";"В. Д.";"В. Д.";"Олсуфьев";"Олсуфьеву";"";"Олсуфьев, В. Д.";"";""
"Олсуфьев, В. П.";"Олсуфьев";"В. П.";"В. П.";"Олсуфьев";"Олсуфьеву";"";"Олсуфьев, В. П.";"";""
"Строганов, Г. А.";"Строганов";"Г. А.";"Г. А.";"Строганов";"Строганову";"";"Строганов, Г. А.";"";""
"Вилламов, Г. И.";"Вилламов";"Г. И.";"Г. И.";"Вилламов";"Вилламову";"";"Вилламов, Г. И.";"";""
"Разумовская, Г.";"Разумовская";"Г.";"Г.";"Разумовская";"Разумовской";"";"Разумовская, Г.";"";""
"Рейтёрн, Г. Ф.";"Рейтёрн";"Г. Ф.";"Г. Ф.";"Рейтёрн";"Рейтерну";"";"Рейтёрн, Г. Ф.";"";""
"Шези, Г.";"Шези";"Г.";"Г.";"Шези";"Шези";"";"Шези, Г.";"";""
"Шереметев, Д. Н.";"Шереметев";"Д. Н.";"Д. Н.";"Шереметев";"Шереметеву";"";"Шереметев, Д. Н.";"";""
"Северин, Д. С.";"Северин";"Д. С.";"Д. С.";"Северин";"Северину";"";"Северин, Д. С.";"";""
"Протасова, Е. А.";"Протасова";"Е. А.";"Е. А.";"Протасова";"Протасовой";"";"Протасова, Е. А.";"";""
"Стендер, Е. Ф.";"Стендер";"Е. Ф.";"Е. Ф.";"Стендер";"Стендеру";"";"Стендер, Е. Ф.";"";""
"Гёте, И. В.";"Гёте";"И. В.";"И. В.";"Гёте";"Гете";"";"Гёте, И. В.";"";""
"Киреевские, И. В.";"Киреевские";"И. В.";"И. В.";"Киреевские";"Киреевским";"";"Киреевские, И. В.";"";""
"Киреевские, Н. П.";"Киреевские";"Н. П.";"Н. П.";"Киреевские";"Киреевским";"";"Киреевские, Н. П.";"";""
"Чертков, И. Д.";"Чертков";"И. Д.";"И. Д.";"Чертков";"Черткову";"";"Чертков, И. Д.";"";""
"Снегирёв, И. М.";"Снегирёв";"И. М.";"И. М.";"Снегирёв";"Снегиреву";"";"Снегирёв, И. М.";"";""
"Фовицкий, И. М.";"Фовицкий";"И. М.";"И. М.";"Фовицкий";"Фовицкому";"";"Фовицкий, И. М.";"";""
"Тургенев, И. П.";"Тургенев";"И. П.";"И. П.";"Тургенев";"Тургеневу";"";"Тургенев, И. П.";"";""
"Радовицу, И.";"Радовицу";"И.";"И.";"Радовицу";"Радовицу";"";"Радовицу, И.";"";""
"Эрдманн, И.-Ф.";"Эрдманн";"И.-Ф.";"И.-Ф.";"Эрдманн";"Эрдманну";"";"Эрдманн, И.-Ф.";"";""
"Мердёр, К. К.";"Мердёр";"К. К.";"К. К.";"Мердёр";"Мердеру";"";"Мердёр, К. К.";"";""
"Моргенштерну, К.";"Моргенштерну";"К.";"К.";"Моргенштерну";"Моргенштерну";"";"Моргенштерну, К.";"";""
"Брюллов, К. П.";"Брюллов";"К. П.";"К. П.";"Брюллов";"Брюллову";"";"Брюллов, К. П.";"";""
"Константин Николаевич";"Константин Николаевич";"";"";"Константин Николаевич";"Константину Николаевичу";"";"Константин Николаевич";"";""
"Лазарев, Л. И.";"Лазарев";"Л. И.";"Л. И.";"Лазарев";"Лазареву";"";"Лазарев, Л. И.";"";""
"Луиза Прусская";"Луиза Прусская";"";"";"Луиза Прусская";"Луизе Прусской";"";"Луиза Прусская";"";""
"Дорохова, М. А.";"Дорохова";"М. А.";"М. А.";"Дорохова";"Дороховой";"";"Дорохова, М. А.";"";""
"Протасова, М. А.";"Протасова";"М. А.";"М. А.";"Протасова";"Протасовой";"";"Протасова, М. А.";"";""
"Протасова-Мойер, М. А.";"Протасова-Мойер";"М. А.";"М. А.";"Протасова-Мойер";"Протасовой-Мойер";"";"Протасова-Мойер, М. А.";"";""
"Протасовы, М. А.";"Протасовы";"М. А.";"М. А.";"Протасов";"Протасовым";"";"Протасов, М. А.";"";""
"Протасовы, А. А.";"Протасовы";"А. А.";"А. А.";"Протасов";"Протасовым";"";"Протасов, А. А.";"";""
"Виельгорский, М. Ю.";"Виельгорский";"Михаил Юрьевич";"М. Ю.";"Виельгорский";"Виельгорскому";"Виельгорский, Михаил Юрьевич";"Виельгорский, М. Ю.";"";""
"Фок, М. Я. фон";"Фок";"М. Я. фон";"М. Я. фон";"Фок";"Фоку";"";"Фок, М. Я. фон";"";""
"Мария Николаевна";"Мария Николаевна";"";"";"Мария Николаевна";"Марии Николаевне";"";"Мария Николаевна";"";""
"Мария Фёдоровна";"Мария Фёдоровна";"";"";"Мария Фёдоровна";"Марии Федоровне";"";"Мария Фёдоровна";"";""
"Уткин, Н. И.";"Уткин";"Н. И.";"Н. И.";"Уткин";"Уткину";"";"Уткин, Н. И.";"";""
"Ушаков, Н. И.";"Ушаков";"Н. И.";"Н. И.";"Ушаков";"Ушакову";"";"Ушаков, Н. И.";"";""
"Гамалея, Н. М.";"Гамалея";"Н. М.";"Н. М.";"Гамалея";"Гамалее";"";"Гамалея, Н. М.";"";""
"Раевский, Н. Н.";"Раевский";"Николай Николаевич";"Н. Н.";"Раевский";"Раевскому";"Раевский, Николай Николаевич";"Раевский, Н. Н.";"";""
"Розенберг, О. Г.";"Розенберг";"О. Г.";"О. Г.";"Розенберг";"Розенбергу";"";"Розенберг, О. Г.";"";""
"Ширинский-Шихматов, П. А.";"Ширинский-Шихматов";"Платон Александрович";"П. А.";"Ширинский-Шихматов";"Ширинскому-Шихматову";"Ширинский-Шихматов, Платон Александрович";"Ширинский-Шихматов, П. А.";"";""
"Толстая, П. В.";"Толстая";"П. В.";"П. В.";"Толстая";"Толстой";"";"Толстая, П. В.";"";""
"Хатов, П. В.";"Хатов";"П. В.";"П. В.";"Хатов";"Хатову";"";"Хатов, П. В.";"";""
"Ольденбургский, П. Г.";"Ольденбургский";"П. Г.";"П. Г.";"Ольденбургский";"Ольденбургскому";"";"Ольденбургский, П. Г.";"";""
"Полетика, П. И.";"Полетика";"Пётр Иванович";"П. И.";"Полетика";"Полетике";"Полетика, Пётр Иванович";"Полетика, П. И.";"";""
"Волконский, П. М.";"Волконский";"П. М.";"П. М.";"Волконский";"Волконскому";"";"Волконский, П. М.";"";""
"Ивашев, П. Н.";"Ивашев";"П. Н.";"П. Н.";"Ивашев";"Ивашеву";"";"Ивашев, П. Н.";"";""
"Родионов, Р. Р.";"Родионов";"Р. Р.";"Р. Р.";"Родионов";"Родионову";"";"Родионов, Р. Р.";"";""
"Эдлинг, Р. С.";"Эдлинг";"Роксандра Скарлатовна";"Р. С.";"Эдлинг";"Эдлинг";"Эдлинг, Роксандра Скарлатовна";"Эдлинг, Р. С.";"";""
"Шемиот, С. В.";"Шемиот";"С. В.";"С. В.";"Шемиот";"Шемиоту";"";"Шемиот, С. В.";"";""
