автор;род деятельности;публикация;год публикации;формат публикации (переписка/письмо/отрывки/отрывок);односторонняя / двусторонняя;персоналии;примечания;электронный источник;адресат;количество писем;даты
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;М. Н. Каткову. (1). 19 сентября 1870.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;Редакции журнала «Русский вестник». (1). 7 октября 1870.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;М. Н. Каткову. (1). 8 октября 1870.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;С. А. Ивановой. (1). 9 октября 1870.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;А. Н. Майкову. (1). 9 октября 1870.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;Н. Н. Страхову. (1). 9 октября 1870.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;Н. Н. Страхову. (1). 2 декабря 1870.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;А. Н. Майкову. (1). 15 декабря 1870.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;А. Н. Майкову. (1). 30 декабря 1870.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;С. А. Ивановой. (1). 6 января 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;П. А. Исаеву. (1). 6 января 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;А. Н. Майкову. (1). 7 января 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;А. У. Порецкому. (1). 8 января 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;А. Н. Майкову. (1). 18 января 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;А. Н. Майкову. (1). 26 января 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;А. Г. Достоевской. (1). 1 февраля 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;Н. Н. Страхову. (1). 10 февраля 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;А. Н. Майкову. (1). 25 февраля 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;А. Н. Майкову. (1). 2 марта 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;Н. Н. Страхову. (1). 18 марта 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;А. Н. Майкову. (1). 19 марта 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;А. Н. Майкову. (1). 19 марта 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;С. А. Ивановой. (1). 29 марта 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;А. Н. Майкову. (1). 1 апреля 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;А. Н. Майкову. (1). 5 апреля 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;С. А. Ивановой. (1). 12 апреля 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;А. Г. Достоевской. (1). 16 апреля 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;А. Г. Достоевской. (1). 17 апреля 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;А. Г. Достоевской. (1). 19 апреля 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;А. Н. Майкову. (1). 21 апреля 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;Н. Н. Страхову. (1). 23 апреля 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;С. А. Ивановой. (1). Конец апреля—начало мая 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;В. И. Губину. (1). 8 мая 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;Н. Н. Страхову. (1). 18 мая 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;А. Н. Сниткиной. (1). 16 июля 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;С. А. Ивановой. (1). 18 июля 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;Е. П., С. А. Ивановым. (1). 9 августа 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;П. А. Исаеву. (1). 18 августа 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;А. Н. Майкову. (1). не позднее 30 августа 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;С. А. Юрьеву. (1). 27 октября 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;П. А. Исаеву. (1). 5 ноября 1871.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;А. Г. Достоевской. (1). 2 января 1872.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;А. Г. Достоевской. (1). 4 января 1872.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;В. Д. Оболенской. (1). 20 января 1872.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;А. А. Романову. (1). 28 января 1872.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;С. А. Ивановой. (1). 4 февраля 1872.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;С. Д. Яновскому. (1). 4 февраля 1872.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;Я. П. Полонскому. (1). 16 февраля 1872.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;Н. Н. Страхову. (1). 16 февраля 1872.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;Н. А. Любимову. (1). Конец марта—начало апреля 1872.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;М. И. Владиславлеву. (1). 13 апреля 1872.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;В. М. Ивановой. (1). 20 апреля 1872.;;;;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;"Достоевский Ф. М. Полное собрание сочинений: В 30 т. Л.: Наука, 1986. – Т. 29, кн. 1. Письма, 1869-1874. 573, [1] с.; 1 л. портр.";1986;письмо;одностороннее;Н. Н. Страхову. (1). 3 мая 1872.;;;;;
