"auth_wikidataid";"dest_wikidataid";"auth_fio_short";"dest_fio_short";"weight"
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Q1047353";"Чернышевский, Н. Г.";"Ковалевский, Е. П.";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_id6d782dfa15f66ee84bb8a393f8b7efed1ac87b90";"Чернышевский, Н. Г.";"Васильева, Е. С.";3
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_idcb8a86ac463398c9c599b3b2b0a692902aa834ba";"Чернышевский, Н. Г.";"Головачёва, Е. Я.";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Q4343827";"Чернышевский, Н. Г.";"И. А Панаев";2
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_id71d83f700e204ea675046f28bba6d755c59683a4";"Чернышевский, Н. Г.";"Панаев, И. А.";32
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_idd028d8add8c16e137ea69190f698387491f267bb";"Чернышевский, Н. Г.";"Терсинский, И. Г.";3
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_id1acc9a9ff1183bd90a58b657b9aed09224d38826";"Чернышевский, Н. Г.";"Андреевский, И. Е.";2
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Q2992575";"Чернышевский, Н. Г.";"Срезневский, И. И.";3
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Q4074504";"Чернышевский, Н. Г.";"Бабст, И. К.";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Q42831";"Чернышевский, Н. Г.";"Тургенев, С. И.";2
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_id485875d773598e3371537f5a01e1e7bc5439bb29";"Чернышевский, Н. Г.";"Вульф, К. И.";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_id90d4f44fc5f5518bf5a21c12a057a2502251984f";"Чернышевский, Н. Г.";"Котляревская, Л. Н.";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Q191882";"Чернышевский, Н. Г.";"Михайлов М. И., ";6
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_id6e4863f638517e838ea288b2cbfc696ee32c2f3e";"Чернышевский, Н. Г.";"Попов, М. И.";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Q4441249";"Чернышевский, Н. Г.";"Стасюлевич, М. М.";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_idf050ee45e7c1bbfd3f6a8c51ee204e0318730c0f";"Чернышевский, Н. Г.";"Веденяпин, Н. В.";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_id42f5df3bf2f1f1e271e7f7f09d4e8c3f609d26aa";"Чернышевский, Н. Г.";"Рейнгардт, Н. В.";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_id78ca7213c7244198fe1a58509c595af700d61f4f";"Чернышевский, Н. Г.";"Пыпин, Н. Д.";9
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_id7a31e5a1c5d2ab7497da3f4fc38074e0d1bc6aba";"Чернышевский, Н. Г.";"Пыпин, Н. Д.";15
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_id2fd4e3bd36e54e378650571d092d07961239576b";"Чернышевский, Н. Г.";"Пыпин, А. Г.";7
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_id065936c88b1b7acee93a6fc085363b23c47cec2d";"Чернышевский, Н. Г.";"Пыпин, А. Е.";6
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_id5bcbc82bdc9be8a285da0f9e9cbed3af4929ffb3";"Чернышевский, Н. Г.";"Пыпин, В. Н.";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Q2492524";"Чернышевский, Н. Г.";"Обручев, Н. Н.";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Q4232838";"Чернышевский, Н. Г.";"Корёлкин, Н. П.";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_ida20820272fa998699dadca82152bb92c44057036";"Чернышевский, Н. Г.";"Скориков, Н. Ф.";2
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Q3651051";"Чернышевский, Н. Г.";"Николадзе, Н. Я.";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_id6f4d3af078a0edab7528d0de5af1bd9a8adb5442";"Чернышевский, Н. Г.";"Чернышевская, О С.";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_id90a0ec3c07ff54a1cc81faf38decef6aa9cc285d";"Чернышевский, Н. Г.";"Васильева, О. С.";2
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_id47da222513a037a0c74562c957f6d1fdd312f2d0";"Чернышевский, Н. Г.";"Чернышевские, О. С.";10
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_idc9d1ac70058247ea136774b8d196e17aed76b97e";"Чернышевский, Н. Г.";", О. С. Чернышевским.";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_ide27aa289f2c16f6357b48d4cc3f1868e0e49c1ed";"Чернышевский, Н. Г.";", А. Н. Чернышевским.";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_id22f46028576dec26ab21841a8442cc9282eb5313";"Чернышевский, Н. Г.";", М. Н. Чернышевским.";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_id337a12bc711c1135dc5aa39ef5c230cd42b7e32e";"Чернышевский, Н. Г.";"П. Н. / Е. Н. Пыпины";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_idb1cbb56b0ecb5337392c1f4e2f1c51c7dbad6936";"Чернышевский, Н. Г.";"Фан-Дер-Флит, П. Н.";2
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Q4348090";"Чернышевский, Н. Г.";"Пекарский, П. П.";2
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_id77e16bc0289599298cc3b1102ac06045543c72fa";"Чернышевский, Н. Г.";"Редакция «Русской мысли»";2
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_id4fd3840afc2eb18f62d75d0be45e827be5859583";"Чернышевский, Н. Г.";"Родные";198
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_idb52d689f48dae4efae3082247da46a149019148c";"Чернышевский, Н. Г.";"Пыпин, В. И.";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_idf6bae09f2c948d9dd85d5b8b3fb2a6c24d8df9be";"Чернышевский, Н. Г.";"Грюнвальд, Т. К.";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_ida276af0d335de8078253ff7a4375c283d12bbfd6";"Чернышевский, Н. Г.";"Канжинская, Ф. М.";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Q4083972";"Чернышевский, Н. Г.";"Берг, Ф. Н.";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Q4109332";"Чернышевский, Н. Г.";"Веселаго, Ф. Ф.";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"random_id5f71e22a812b53b5b5d3dac7a840dcbe69842f9c";"Чернышевский, Н. Г.";"Пыпина, Ю. П.";17
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Q2299317";"Чернышевский, Н. Г.";"Полонский, Я. И.";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Q15635423";"Чернышевский, Н. Г.";"Яковлев";1
"random_idXnWq7G6wekn77h6yLBXXPu5ExHOHSrFSUHrsFOsm";"Q2001277";"Чернышевский, Н. Г.";"Енисейский губернатор";1
"Q2718475";"Q4515202";"Чертков, В. Г.";"Чехов, А. П.";1
"Q2718475";"Q4143702";"Чертков, В. Г.";"Горбунов, И. И.";1
"Q4515202";"random_idbc3470ae062ece8e3b39b1ca0b8cbf873bf370a7";"Чехов, А. П.";", ?";1
"Q4515202";"Q4515202";"Чехов, А. П.";"Чехов, А. П.";2
"Q4515202";"random_id37145a1c87a8ab5ed7e05e8ecf121ad2d6608ee8";"Чехов, А. П.";"Чехов, Ал. П.";1
"Q4515202";"random_id84fcbd22af56802ec750da58e60871607d2a1d9c";"Чехов, А. П.";"Щеглов, И. Л.";1
"Q4515202";"random_idbcc772fbf1612e7970c92cc77c21337f791a95d5";"Чехов, А. П.";"Чехов, М. П.";1
"Q4515202";"random_idd8521135a74d4beab92f399d5469a8929102e446";"Чехов, А. П.";"ред. «Нового времени»";1
"Q4515202";"random_id48ed63c440e38a83a76890042cbda054857900e0";"Чехов, А. П.";"ред. «Одесских новостей»";1
"Q5685";"Q3609517";"Чехов, А. П.";"Эртель, А. И.";8
"Q5685";"Q2011866";"Чехов, А. П.";"Южин, А. И.";1
"Q5685";"Q2066821";"Чехов, А. П.";"Суворин, А. А.";333
"Q5685";"random_id0ff0302b83c577d9f38d98fdc5923aad676c95d9";"Чехов, А. П.";"Августин Врзаль";1
"Q5685";"Q4142814";"Чехов, А. П.";"В. А. Гольцев ~";98
"Q5685";"Q15720415";"Чехов, А. П.";"Тихонов, В. А.";37
"Q5685";"Q4086689";"Чехов, А. П.";"Билибин, В. В.";14
"Q5685";"random_idc4ea4c0df921814d3107554e17acbd6183bd6ee8";"Чехов, А. П.";"Дедлов, В. Л.";1
"Q5685";"random_id5c5092420a07acc93a553719b266b83376d7289a";"Чехов, А. П.";"Россолимо, Г. И.";15
"Q5685";"Q4310350";"Чехов, А. П.";"Барышев, И. И.";5
"Q5685";"random_id84fcbd22af56802ec750da58e60871607d2a1d9c";"Чехов, А. П.";"Щеглов, И. Л.";1
"Q5685";"Q5565527";"Чехов, А. П.";"Баранцевич, К. С.";22
"Q5685";"random_id38cb4f3fa3e7c2f2cddf3964e83a5d3b525f1900";"Чехов, А. П.";"Веселитская, Л. И.";3
"Q5685";"Q4462753";"Чехов, А. П.";"Трефолев, Л. Н.";7
"Q5685";"Q338516";"Чехов, А. П.";"Лейкин, Н. А.";169
"Q5685";"random_id37145a1c87a8ab5ed7e05e8ecf121ad2d6608ee8";"Чехов, А. П.";"Чехов, Ал. П.";191
"Q5685";"Q2145765";"Чехов, А. П.";"Чехов, М. М.";16
"Q5685";"random_id2ab2b22c2e61c427c1e9f77ffc308d26c249662b";"Чехов, А. П.";"Чехов, Е. М.";1
"Q5685";"random_id03b861f45140e0f439f07d19365c3a8dfff623c6";"Чехов, А. П.";"Чехов, П. Е.";6
"Q5685";"random_idf7feab64c8dd4324a041b9bf62d63c35ec6e0326";"Чехов, А. П.";"Чехов, Е. Я.";1
"Q5685";"random_idbcc772fbf1612e7970c92cc77c21337f791a95d5";"Чехов, А. П.";"Чехов, М. П.";35
"Q5685";"random_id44e7ea3a8eaf9f37e4a56112f95f9d5a8b292eed";"Чехов, А. П.";"Лядовой, Ю. И.";2
"Q5685";"random_id21d012edd74b2d285efad153034f005169f26b84";"Чехов, А. П.";"Кравцов, Г. П.";2
"Q5685";"random_ide825a67afefbd7dffe31c23ecd304dc8a563d46c";"Чехов, А. П.";"Чехов, Н. П.";2
"Q5685";"random_id5yW8KizckoM6UbqEKMphYgTYQgseBmWK0Ha6DPM5";"Чехов, А. П.";"Чехов, И. П.";106
"Q5685";"random_ide46254cf26b5558b79edaac76cc92eb4480955e8";"Чехов, А. П.";"Камбурова, Л. А.";2
"Q5685";"random_id02410fdd7fedbe29a53e60410e633cd05c24b778";"Чехов, А. П.";"Филёвский, П. П.";1
"Q5685";"random_idf7722575a0a2a289558c7c452c6194f8bb9ad090";"Чехов, А. П.";"Закорюкин, Н. А.";1
"Q5685";"random_idde510209a0196131ea5cd407535bdf48089d30f3";"Чехов, А. П.";"Закорюкин, Л. С.";1
"Q5685";"Q348282";"Чехов, А. П.";"Лядовы, И. И.";1
"Q5685";"random_idc1d162c743c6f9bc7f797c19a4b56794ee811074";"Чехов, А. П.";"Лядовы, Ю. И.";1
"Q5685";"random_id2f7b54deca2f5660d87470ba9ea88b0f53d8a36f";"Чехов, А. П.";"Крамарево, С.";1
"Q5685";"random_id1513aa586cc13eed2f5ef2602d64970077c36d92";"Чехов, А. П.";"Дюковский, М. М.";17
"Q5685";"random_id65af5fd7ce0c1d167c7f36022a0d4289df8fbcd4";"Чехов, А. П.";", Ал. П. Чехову.";2
"Q5685";"random_id1011ec8e7f6b02e6c267be2e88d49605ef91b61c";"Чехов, А. П.";"Хрущовой-Сокольникова, А. И.";1
"Q5685";"random_id696f9d93960cb510c427643fc0b4e140baeec54f";"Чехов, А. П.";"Канаев, А. Н.";1
"Q5685";"random_id0829e6069ae3913978cd506cde3902c2cd8ac482";"Чехов, А. П.";"Бабакино, И. И.";1
"Q5685";"random_id0dcbfde206453849a0c80295a4309c21b83a2b0f";"Чехов, А. П.";"Морозова, М. И.";4
"Q5685";"random_id81465fec9231a3f1c5f94558af0aecea688767aa";"Чехов, А. П.";"Юношева, Е. И.";2
"Q5685";"random_id0e8edac0dd8ae75f3c29cdda49ccab8867284ae3";"Чехов, А. П.";"Савельев, Д. Т.";7
"Q5685";"random_id17332c91da9f08a5807a852b62aa74c038c4bc10";"Чехов, А. П.";"Савельева, Е. И.";2
"Q5685";"random_id733a9bc6b5fb4993de39235994820d59df953fb5";"Чехов, А. П.";"Розанов, П. Г.";10
"Q5685";"random_id114dd5fb881974c85dd55dc1f3503840a87c57f0";"Чехов, А. П.";"Чехова, М. П.";382
"Q5685";"Q4416981";"Чехов, А. П.";"Сергеенко, П. А.";35
"Q5685";"random_idf8a2e383d208be393bdde1b320b9cd5b82fda09d";"Чехов, А. П.";"Чехов, М. Е.";8
"Q5685";"random_id754f9752c2c75dd6289b2a0f687f06c8fd5882b4";"Чехов, А. П.";"Киселёва, М. В.";35
"Q5685";"random_id1d37f38bc911e9b7eb438d75e919ed303af902a5";"Чехов, А. П.";"Голике, Р. Р.";6
"Q5685";"random_id7c8dc32c3d0a7cbb9df11aa47485b5615999a49f";"Чехов, А. П.";"Шехтель, Ф. О.";43
"Q5685";"Q554746";"Чехов, А. П.";"Григорович, Д. В.";6
"Q5685";"random_id2197d47407ec9ec5efcee7124eb9e3b0101ba034";"Чехов, А. П.";"Сахарова, Е. К.";2
"Q5685";"Q3558296";"Чехов, А. П.";"Буренин, В. П.";1
"Q5685";"Q4222033";"Чехов, А. П.";"Киселёв, А. С.";19
"Q5685";"random_id22bb2411eec18ad9ad8648a5d63b5c5169865817";"Чехов, А. П.";"Архангельский, П. А.";1
"Q5685";"random_ida783efa098e135522bfdb48754f24610df9c5263";"Чехов, А. П.";"Лазарев, А. С.";36
"Q5685";"Q12165486";"Чехов, А. П.";"Чехов";52
"Q5685";"random_idbb3f329f235015843ae704e4ab61819a7ea03afc";"Чехов, А. П.";"Чехов, Г. М.";64
"Q5685";"random_idde5561fe438f3649459ab0d4040296ceecbd9953";"Чехов, А. П.";"Долженко, А. А.";6
"Q5685";"Q4082856";"Чехов, А. П.";"Белоусов, И. А.";10
"Q5685";"random_id5eafe1cdcba82ae34ff40219691d1559721ebfab";"Чехов, А. П.";", Н. М. Ежову.";1
"Q5685";"random_ide4db7f970730358ca0f13dfe038691c5fdfd61f0";"Чехов, А. П.";"Корнеев, Я. А.";7
"Q5685";"Q141860";"Чехов, А. П.";"Ежов, Н. М.";37
"Q5685";"Q521170";"Чехов, А. П.";"Гиляровский, В. А.";6
"Q5685";"Q335064";"Чехов, А. П.";"Короленко, В. Г.";17
"Q5685";"random_idaabda7ba71179cf5a8f4144ce63891e28b1eacbd";"Чехов, А. П.";"Кондратьев, И. К.";1
"Q5685";"random_ide3c16c9d3774208b3d6ece471b78619b2a497a9e";"Чехов, А. П.";"Сысоева, Е. А.";2
"Q5685";"random_iddd6752345e4eb26165e07d4fb4937612a43bfba9";"Чехов, А. П.";"Общество русских драматических писателей — оперных композиторов";1
"Q5685";"Q2297213";"Чехов, А. П.";"Давыдов, Н. В.";8
"Q5685";"random_idb9182426c75db874b8bad30da35c77fd393707c6";"Чехов, А. П.";"Леонтьев, И. Л.";68
"Q5685";"random_idb89f33dd2a3deec7af44c40046c6c5c2bcbdd9e6";"Чехов, А. П.";"Липскеров, А. Я.";1
"Q5685";"Q2299317";"Чехов, А. П.";"Полонский, Я. И.";3
"Q5685";"Q600678";"Чехов, А. П.";"Плещеев, А. И.";60
"Q5685";"random_id528c3d372e0af8ad3cb43031a04afada225f9ba5";"Чехов, А. П.";"Селиванова, А. Л.";2
"Q5685";"random_iddd980917980971f33e96a530bda219a52b3884bb";"Чехов, А. П.";"Хлопов, Н. А.";2
"Q5685";"Q4177517";"Чехов, А. П.";"Ефремов, М. А.";7
"Q5685";"random_id376fc05ab3902285903a0ca4670181c983d73835";"Чехов, А. П.";"Савельев, Т. С.";1
"Q5685";"Q4257808";"Чехов, А. П.";"Леман, А. И.";1
"Q5685";"random_ida2e013c849fd9a4a8ee04105994c64cbee7f1009";"Чехов, А. П.";"Долженко, Ф. Я.";1
"Q5685";"Q1960433";"Чехов, А. П.";"Златовратский, Н.";1
"Q5685";"random_id1636d2deeabb438f2df9c53a62482bc8bdcd8010";"Чехов, А. П.";"Линтварева, Е. М.";7
"Q5685";"Q4522683";"Чехов, А. П.";"Михайлов, А. А.";13
"Q5685";"Q3655425";"Чехов, А. П.";"Ленский, А. П.";14
"Q5685";"Q4140637";"Чехов, А. П.";"Гнедич, П. П.";12
"Q5685";"random_id9489fc9f3cd47450ba4a76535844a17b32ecee75";"Чехов, А. П.";"Никулина, Н. А.";1
"Q5685";"random_id8ba347903d70451a7dac1a886b9f31c1bb9c894a";"Чехов, А. П.";"Кувшинникова, С. П.";2
"Q5685";"random_id13a80a736589235308b648645bd4530b7bb92240";"Чехов, А. П.";"Фёдоров, Ф. А.";1
"Q5685";"Q4173120";"Чехов, А. П.";"Еврейнова, А. М.";6
"Q5685";"random_idc4df678957f7a3ac27ae840419af6ee76cda9405";"Чехов, А. П.";"Линтварева, Н. М.";20
"Q5685";"random_id53caaa4c0e77278e62d9059a80fe4455becebbdf";"Чехов, А. П.";"Оболонский, Н. Н.";23
"Q5685";"random_idce53b9030dd68f6bcb92ec885fa5015b2906a9c3";"Чехов, А. П.";"Ленская, Л. Н.";2
"Q5685";"random_idcb1f73ca4f9d1f51225379d7b39e658f1a549e60";"Чехов, А. П.";"Кондратьев, И. М.";36
"Q5685";"random_idb9674d19685599d6230c2f6a5d3e7d7392395791";"Чехов, А. П.";"Гайдевуров, П. А.";1
"Q5685";"random_id54fc9ce14fc752a6d1678e757a2a7e0a4aec0c84";"Чехов, А. П.";"Исаков, П. Н.";3
"Q5685";"random_id597186454e670c86f298370fdc82fd352b4a74df";"Чехов, А. П.";"Миткевич, В. К.";1
"Q5685";"Q4246861";"Чехов, А. П.";"Куманин, Ф. А.";9
"Q5685";"random_idb9ef8a09b0d25a9040f11f8435ca2b92cef0ea91";"Чехов, А. П.";"Лихачёв, В. С.";2
"Q5685";"Q4274859";"Чехов, А. П.";"Майков, А. А.";2
"Q5685";"Q12356593";"Чехов, А. П.";"Дмитриев, А.";1
"Q5685";"Q7315";"Чехов, А. П.";"Чайковский, П. И.";3
"Q5685";"random_id5590f939fd1b35738f3fb4f3ded18a40791e30d4";"Чехов, А. П.";"Гламе-Мещерская, А. Я.";1
"Q5685";"random_id3fa5224dd7c41bc9bed0c96e7f9e50c07c421cca";"Чехов, А. П.";"Червинский, Ф. А.";7
"Q5685";"Q3341704";"Чехов, А. П.";"Тихонравов, Н. С.";1
"Q5685";"random_idf6cf6d5511522f095acb07536755c298143d3570";"Чехов, А. П.";"Сумбатов, А. И.";15
"Q5685";"random_id48b812cf0f59771ec10e8e5d11a1d3260e83bd3e";"Чехов, А. П.";"Редактор «Смоленского вестника»";1
"Q5685";"random_idcc60f253b75e374d3fb9e4d48d27969b4e43023d";"Чехов, А. П.";"Киселёва, А. А.";1
"Q5685";"random_id7310a06cb73a1427fdcb1678f3ba3125c9a387ae";"Чехов, А. П.";"Кожин, Н. М.";1
"Q5685";"Q2306644";"Чехов, А. П.";"Чайковский, М. И.";7
"Q5685";"random_idc9a6cb8250dc379c48ca7446e47ae66d1e8c4d60";"Чехов, А. П.";"Галкин-Враской, М. Н.";1
"Q5685";"random_idcd9b71ea2096202a3af205ec0628738deac925a2";"Чехов, А. П.";"Филиппов, С. Н.";4
"Q5685";"Q4252187";"Чехов, А. П.";"Лавров, В. М.";41
"Q5685";"random_idd038297dbf44ac4b457ac4be4d43b4e602337f52";"Чехов, А. П.";"Фоть, К. Г.";1
"Q5685";"random_idce6e92dde095fa5e0223a3c488558b0ff2f289cd";"Чехов, А. П.";"Чехова, Е. Я.";62
"Q5685";"Q4164710";"Чехов, А. П.";"Долгоруков, В. А.";1
"Q5685";"random_id9495a34e5a7469750a36e540a15f04c3d842403a";"Чехов, А. П.";"Кононович, В. О.";3
"Q5685";"random_id077db8282d6344e91e93310a1509693b58b517d8";"Чехов, А. П.";"Мизиновая, Л. С.";64
"Q5685";"random_idd91b8309b8b2fa62456063eaf51132376bd4d3c1";"Чехов, А. П.";"Шаврова, Е. М.";23
"Q5685";"Q4298180";"Чехов, А. П.";"Михневич, В. О.";1
"Q5685";"Q4230805";"Чехов, А. П.";"Кони, А. Ф.";6
"Q5685";"random_id9fb7e9f029121112f6bc855739ad29f376390bfd";"Чехов, А. П.";"Бунин, И. А.";14
"Q5685";"random_idc5acdbfe3c11260aa55358fea02ddfc3a73ed123";"Чехов, А. П.";"Урусов, А. И.";15
"Q5685";"random_id8108329e5098a9c9d53c13f80bbfee233e5db135";"Чехов, А. П.";"Сахаров, И. Н.";2
"Q5685";"random_id4c1457d4abb4168c580e5522ebda3810499fd7f7";"Чехов, А. П.";"Кондратьев, А. М.";2
"Q5685";"random_id1389608a84bec9913eb2fdb4acc25adbc2ecf3a6";"Чехов, А. П.";"Вологдин, И. С.";2
"Q5685";"Q2718475";"Чехов, А. П.";"Чертков, В. Г.";6
"Q5685";"Q4143724";"Чехов, А. П.";"Горбунов-Посадов, И. И.";34
"Q5685";"Q4063404";"Чехов, А. П.";"Альбов, М. Н.";8
"Q5685";"random_id5b0ffcde6f744d0beaa1ed8f222cb1c745005a35";"Чехов, А. П.";"Августин Врзал";1
"Q5685";"Q1960301";"Чехов, А. П.";"Киселёв, А. А.";2
"Q5685";"random_idc8c9e0d848c08215f2b7394b81c1d1118dcb221f";"Чехов, А. П.";"Егоров, Е. П.";14
"Q5685";"Q21148850";"Чехов, А. П.";"Соболевский, В. М.";37
"Q5685";"Q2029148";"Чехов, А. П.";"Герье, В. И.";1
"Q5685";"Q3569544";"Чехов, А. П.";"Вагнер, В. А.";1
"Q5685";"random_id70d6d1beea480ca7d96f10e31f3b41dd4cebfa1a";"Чехов, А. П.";"Смагин, А. И.";17
"Q5685";"Q2371856";"Чехов, А. П.";"Фофанов, К. М.";1
"Q5685";"Q4152306";"Чехов, А. П.";"Гуревич, Л. Я.";6
"Q5685";"random_idfd51e4bdec6abc2f41fd5b7e932d372deebc9a6f";"Чехов, А. П.";"Рассохин, С. Ф.";2
"Q5685";"Q4065729";"Чехов, А. П.";"Андреевский, С. А.";1
"Q5685";"random_idb7fb0f9a21b0bb5dd974870de1217a6d8cfd92f5";"Чехов, А. П.";"Гаршина, Н. М.";2
"Q5685";"Q130376";"Чехов, А. П.";"Заньковецкая, М. К.";1
"Q5685";"random_ida1d3cb20fd95ad157cdacc14ee0c89ca15adff63";"Чехов, А. П.";"Гарин-Виндинг, Д. В.";5
"Q5685";"random_id237400c71c1f6d6d62442928b6472a9b0228e6b4";"Чехов, А. П.";"Правление Московского Зоологического сада";1
"Q5685";"random_idf0b6619ef1bdfdd907586f68ba92ce456bf5c3bf";"Чехов, А. П.";"Лепнев, Г. Г.";1
"Q5685";"random_idcd116223cb9b5a02ab74357bd6ee5e39c62f8f85";"Чехов, А. П.";"Авилова, Л. А.";32
"Q5685";"random_id9ae95a7b0fbe5cd1d5b3a19973a99846b7fd4cd8";"Чехов, А. П.";"Редакция «Всемирной иллюстрации»";1
"Q5685";"Q3260645";"Чехов, А. П.";"Чертков, В. В.";5
"Q5685";"random_id55304464e007b6452d8f774d7c7c0c5e68fe43aa";"Чехов, А. П.";"Гославский, Е. П.";12
"Q5685";"Q4290651";"Чехов, А. П.";"Меньшиков, М. О.";48
"Q5685";"Q4100955";"Чехов, А. П.";"Злобин, П. В.";1
"Q5685";"random_id572ccae8e1899b5e15db15a225a92836fdc90453";"Чехов, А. П.";"Корсакевич, О. А.";1
"Q5685";"random_id8cc30b239b2b1c228ead1ea3de845a2b18064d6f";"Чехов, А. П.";"Линтварево, Г. М.";1
"Q5685";"random_id513c3aa161d856e29931c66da1ce3e1e0cbae68e";"Чехов, А. П.";"Боборыкин, Н. М.";1
"Q5685";"Q270336";"Чехов, А. П.";"Александров, Н. А.";1
"Q5685";"random_id6fc056743e099178973bfe03b2ff198e1d5dfcfd";"Чехов, А. П.";"Кигн, В. Л.";4
"Q5685";"Q4143702";"Чехов, А. П.";"Горбунов, И. И.";1
"Q5685";"Q108825";"Чехов, А. П.";"Фидлер, Ф. Ф.";4
"Q5685";"Q172911";"Чехов, А. П.";"Репин, И. Е.";1
"Q5685";"random_id5b04b6b49d957c1c9c0415bc6f88d621bba8a55d";"Чехов, А. П.";"Коробов, Н. И.";20
"Q5685";"random_idf9b1ad683967a0798ed76de391cd40ed16565bdb";"Чехов, А. П.";"Островский, И. И.";1
"Q5685";"Q4106006";"Чехов, А. П.";"Жданов, В. И.";2
"Q5685";"random_idc488f0b4086aea1365d3d90f225db0248127040d";"Чехов, А. П.";"Яковенко, В. И.";7
"Q5685";"random_idb5acd0c8287ffe6d1f2c78aa68ad080847f9bcf2";"Чехов, А. П.";"Кочетков, С. Е.";1
"Q5685";"random_idec8dab65a97129db8eb43ac948a6e83129500367";"Чехов, А. П.";"Щепкиной-Куперник, Т. Л.";15
"Q5685";"random_id6fe3ed8353f8f62cce0a33c1115d14c57bf35b6a";"Чехов, А. П.";"Климентова-Муромцева, М. Н.";1
"Q5685";"random_ida9e1793b64c2545468c5ae09ca27ca2b1e4ef514";"Чехов, А. П.";"Ремезов, М. Н.";1
"Q5685";"random_id68ee889ae0864e898025b1c91ed73cc60938d527";"Чехов, А. П.";"Попов-Монастырский, А. А.";5
"Q5685";"random_idb79f98d4394794a03e2571ccb3c735c4bd373d70";"Чехов, А. П.";"Каратыгина, К. А.";6
"Q5685";"random_idfa6725a10a123bf132c773db23fb35165094aec7";"Чехов, А. П.";"Шаховской, С. И.";13
