автор;род деятельности;публикация;год публикации;формат публикации (переписка/письмо/отрывки/отрывок);односторонняя / двусторонняя;персоналии;примечания;электронный источник;адресат;количество писем;даты
Гончаров, Иван Александрович;писатель;Гончаров И. А. Избранные письма // Гончаров И. А. Собрание сочинений: В 8 т. М.: Гос. изд-во худож. лит., 1952—1955. Т. 8. Статьи, заметки, рецензии, автобиографии, избранные письма. 1955. С. 231—502. ;1955;письмо;одностороннее;М. М. Стасюлевичу. (1). 30 мая 1868.;;;;;
Гончаров, Иван Александрович;писатель;Гончаров И. А. Избранные письма // Гончаров И. А. Собрание сочинений: В 8 т. М.: Гос. изд-во худож. лит., 1952—1955. Т. 8. Статьи, заметки, рецензии, автобиографии, избранные письма. 1955. С. 231—502. ;1955;письмо;одностороннее;М. М. Стасюлевичу. (1). 6 июня 1868.;;;;;
Гончаров, Иван Александрович;писатель;Гончаров И. А. Избранные письма // Гончаров И. А. Собрание сочинений: В 8 т. М.: Гос. изд-во худож. лит., 1952—1955. Т. 8. Статьи, заметки, рецензии, автобиографии, избранные письма. 1955. С. 231—502. ;1955;письмо;одностороннее;М. М. Стасюлевичу. (1). 7 июня 1868.;;;;;
Гончаров, Иван Александрович;писатель;Гончаров И. А. Избранные письма // Гончаров И. А. Собрание сочинений: В 8 т. М.: Гос. изд-во худож. лит., 1952—1955. Т. 8. Статьи, заметки, рецензии, автобиографии, избранные письма. 1955. С. 231—502. ;1955;письмо;одностороннее;С. А. Никитенко. (1). 4 июля — четверг 1868.;;;;;
Гончаров, Иван Александрович;писатель;Гончаров И. А. Избранные письма // Гончаров И. А. Собрание сочинений: В 8 т. М.: Гос. изд-во худож. лит., 1952—1955. Т. 8. Статьи, заметки, рецензии, автобиографии, избранные письма. 1955. С. 231—502. ;1955;письмо;одностороннее;М. М. Стасюлевичу. (1). 4 декабря 1868.;;;;;
Гончаров, Иван Александрович;писатель;Гончаров И. А. Избранные письма // Гончаров И. А. Собрание сочинений: В 8 т. М.: Гос. изд-во худож. лит., 1952—1955. Т. 8. Статьи, заметки, рецензии, автобиографии, избранные письма. 1955. С. 231—502. ;1955;письмо;одностороннее;М. М. Стасюлевичу. (1). 31 января 1869.;;;;;
Гончаров, Иван Александрович;писатель;Гончаров И. А. Избранные письма // Гончаров И. А. Собрание сочинений: В 8 т. М.: Гос. изд-во худож. лит., 1952—1955. Т. 8. Статьи, заметки, рецензии, автобиографии, избранные письма. 1955. С. 231—502. ;1955;письмо;одностороннее;Е. П. Майковой. (1). январь — февраль 1869.;;;;;
Гончаров, Иван Александрович;писатель;Гончаров И. А. Избранные письма // Гончаров И. А. Собрание сочинений: В 8 т. М.: Гос. изд-во худож. лит., 1952—1955. Т. 8. Статьи, заметки, рецензии, автобиографии, избранные письма. 1955. С. 231—502. ;1955;письмо;одностороннее;Е. П. Майковой. (1). апрель 1869.;;;;;
Гончаров, Иван Александрович;писатель;Гончаров И. А. Избранные письма // Гончаров И. А. Собрание сочинений: В 8 т. М.: Гос. изд-во худож. лит., 1952—1955. Т. 8. Статьи, заметки, рецензии, автобиографии, избранные письма. 1955. С. 231—502. ;1955;письмо;одностороннее;Е. П. Майковой. (1). апрель 1869.;;;;;
Гончаров, Иван Александрович;писатель;Гончаров И. А. Избранные письма // Гончаров И. А. Собрание сочинений: В 8 т. М.: Гос. изд-во худож. лит., 1952—1955. Т. 8. Статьи, заметки, рецензии, автобиографии, избранные письма. 1955. С. 231—502. ;1955;письмо;одностороннее;С. А. Никитенко. (1). 15 мая 1869.;;;;;
