автор;род деятельности;публикация;год публикации;формат публикации (переписка/письмо/отрывки/отрывок);односторонняя / двусторонняя;персоналии;примечания;электронный источник
В. П. Толстому. (1). 3 января 1855.;
О. А. Тургеневой. (1). 6 января 1855.;
О. А. Тургеневой. (1). 6 января 1855.;
Е. А. Черкасской. (1). 17 января 1855.;
В. А. Черкасскому. (1). 18 / 19 января 1855.;
M. Н. Толстой. (1). Январь 1855.;
M. Н. Толстой. (1). Январь 1855.;
М. Н., В. П. Толстым. (1). 8 февраля 1855.;
Полине Виардо. (1). 10 февраля 1855.;
А. Н. Островскому. (1). 10 февраля 1855.;
К. Н. Леонтьеву. (1). 11 февраля 1855.;
А. А. Краевскому. (1). 14 февраля 1855.;
М. Н., В. П. Толстым. (1). 14 февраля 1855.;
В. П. Боткину. (1). 22 февраля 1855.;
М. Н., В. П. Толстым. (1). 25 февраля 1855.;
В. П. Боткину. (1). 28 февраля 1855.;
М. Л. Михайлову. (1). Вторая половина февраля 1855.;
M. Н. Толстой. (1). 2 марта 1855.;
В. П. Боткину. (1). 4 марта 1855.;
А. А. Краевскому. (1). Конец февраля — начало марта 1855.;
А. А. Краевскому. (1). Середина марта 1855.;
М. Н., В. П. Толстым. (1). 22 марта 1855.;
Е. Я. Колбасину. (1). 28 марта / 4 апреля 1855.;
А. Ф. Видерту. (1). 5 апреля 1855.;
А. А. Фету. (1). 8(20) февраля — 6 апреля 1855.;
А. Н. Островскому. (1). 7 апреля 1855.;
Н. А. Некрасову. (1). 29 апреля 1855.;
Д. Я. Колбасину. (1). 4 мая 1855.;
П. В. Анненкову. (1). 13 мая 1855.;
А. К. Толстому. (1). 13 мая 1855.;
Н. А. Некрасову. (1). 21 мая 1855.;
М. Н. Толстой. (1). 21 мая 1855.;
Д. Я. Колбасину. (1). 29 мая 1855.;
С. Т. Аксакову. (1). 2 июня 1855.;
П. В. Анненкову. (1). 2 июня 1855.;
И. И. Панаеву. (1). 2 июня 1855.;
И. И. Панаеву. (1). 13 июня 1855.;
П. В. Анненкову. (1). 15 июня 1855.;
В. П. Боткину. (1). 17 июня 1855.;
А. А. Краевскому. (1). 17 июня 1855.;
Я. П. Полонскому. (1). 17 июня 1855.;
Д. Я. Колбасину. (1). 27 июня 1855.;
И. И. Панаеву. (1). 27 июня 1855.;
П. В. Анненкову. (1). 1 июля 1855.;
Д. Я. Колбасину. (1). 2 июля 1855.;
H. М. Еропкиной. (1). 4 июля 1855.;
В. П. Боткину. (1). 9 июля 1855.;
"А. В. Дружинину; Д. В. Григоровичу. (1). 10 июля 1855.";
А. А. Краевскому. (1). 10 июля 1855.;
Н. А. Некрасову. (1). 10 июля 1855.;
И. И. Панаеву. (1). 10 июля 1855.;
M. Н. Толстой. (1). 24 июля 1855.;
П. В. Анненкову. (1). 25 июля 1855.;
"В. П. Боткину; Н. А. Некрасову. (1). 25 июля 1855.";
О. А. Тургеневой. (1). 25 июля 1855.;
M. Н. Толстой. (1). Конец июля — начало августа 1855.;
С. Т. Аксакову. (1). 3 августа 1855.;
В. П. Боткину. (1). 9 августа 1855.;
Е. Я. Колбасину. (1). 9 августа 1855.;
А. В. Дружинину. (1). 20 августа 1855.;
О. А. Тургеневой. (1). 22 августа 1855.;
Н. А. Некрасову. (1). 2 сентября 1855.;
С. Т. Аксакову. (1). 5 сентября 1855.;
И. И. Панаеву. (1). 9 сентября 1855.;
В. П. Толстому. (1). 23 сентября 1855.;
Полине Виардо. (1). 26 сентября 1855.;
В. П. Толстому. (1). Сентябрь 1855.;
Полине Тургеневой. (1). Сентябрь 1855.;
А. А. Краевскому. (1). Середина июля — сентябрь 1855.;
Л. H. Толстому. (1). 3 октября 1855.;
H. А. Некрасову. (1). 11 октября 1855.;
С. Т. Аксакову. (1). 16 октября 1855.;
М. Н., В. П. Толстым. (1). 17 октября 1855.;
Я. П. Полонскому. (1). 24 октября 1855.;
П. А. Вяземскому. (1). Середина 20-х чисел октября 1855.;
H. Н. Тургеневу. (1). 27 октября 1855.;
П. А. Плетневу. (1). 13 ноября 1855.;
С. Т. Аксакову. (1). 19 ноября 1855.;
П. А. Вяземскому. (1). 23 ноября 1855.;
M. Н. Каткову. (1). 28 ноября 1855.;
M. Н. Толстой. (1). 30 ноября 1855.;
В. П. Боткину. (1). 3 декабря 1855.;
Н. А. Некрасову. (1). 5—6 декабря 1855.;
М. Н., В. П. Толстым. (1). 8 декабря 1855.;
П. В. Анненкову. (1). 9 декабря 1855.;
Н. А. Некрасову. (1). 10-11 декабря 1855.;
M. Н. Каткову. (1). 13 декабря 1855.;
А. В. Никитенко. (1). 14 декабря 1855.;
Н. А. Некрасову. (1). 14—15 декабря 1855.;
А. В. Никитенко. (1). Декабрь 1855.;
Н. П. Огареву. (1). Декабрь 1855.;
А. А. Краевскому. (1). 14 октября — конец 1855.;
А. А. Фету. (1). 16 октября — конец 1855.;
В. Ф. Одоевскому. (1). 1846 / 1851 — 1855;
С. Т. Аксакову. (1). 22 января 1856.;
Н. А. Некрасову. (1). Декабрь 1855 — январь 1856.;
В. П. Боткину. (1). Начало февраля 1856.;
В. П. Боткину. (1). 8 февраля 1856.;
А. А. Краевскому. (1). 8 февраля 1856.;
П. А. Вяземскому. (1). 24 февраля 1856.;
С. Т. Аксакову. (1). 27 февраля 1856.;
Г. П. Данилевскому. (1). Февраль — начало апреля 1856.;
П. А. Вяземскому. (1). 15 марта 1856.;
П. А. Вяземскому. (1). 3 апреля 1856.;
Полине Виардо. (1). 15, 29 апреля 1856.;
А. И. Давыдову. (1). 18 апреля 1856.;
Л. Л. Добровольскому. (1). 27 апреля 1856.;
П. А. Вяземскому. (1). 30 апреля 1856.;
Н. А. Некрасову. (1). Вторая половина апреля 1856.;
Н. А. Некрасову. (1). Январь — апрель 1856.;
Н. А. Некрасову. (1). Январь — апрель 1856.;
Н. А. Некрасову. (1). Январь — апрель 1856.;
Н. А. Долгорукому. (1). Конец 1855—апрель 1856.;
Б. Н. Чичерину. (1). Декабрь 1854 — апрель 1856.;
Н. А. Некрасову. (1). 5 мая 1856.;
Д. Я. Колбасину. (1). 8 мая 1856.;
M. Н. Толстой. (1). 8 мая 1856.;
Е. Е. Ламберт. (1). 9 мая 1856.;
Д. Я. Колбасину. (1). 13 мая 1856.;
В. П. Боткину. (1). 17 мая 1856.;
В. П. Боткину. (1). 19 мая 1856.;
Д. Я. Колбасину. (1). 21 мая 1856.;
С. Т. Аксакову. (1). 25 мая 1856.;
Н. А. Некрасову. (1). 25 мая 1856.;
О. С. Одоевской. (1). 26 мая 1856.;
"В. П. Боткину; А. В. Дружинину. (1). 28 мая 1856.";
Е. Я. Колбасину. (1). 2 июня 1856.;
О. А. Тургеневой. (1). 29 мая, 3 июня 1856.;
Н. А. Некрасову. (1). 4 июня 1856.;
Полине Виардо. (1). 10 июня 1856.;
Е. Е. Ламберт. (1). 10 июня 1856.;
В. П. Боткину. (1). 11 июня 1856.;
Д. Я. Колбасину. (1). 16 июня 1856.;
Л. Н. Толстому. (1). 18 июня 1856.;
И. А. Гончарову. (1). 21 июня 1856.;
М. Н. Толстой. (1). 23 июня 1856.;
В. П. Боткину. (1). 24 июня 1856.;
Неизвестному. (1). Октябрь 1850 — первая половина 1856.;
Н. А. Степанову. (1). Конец 1853 — первая половина 1856.;
В. П. Боткину. (1). 3 июля 1856.;
В. П. Толстому. (1). 4 июля 1856.;
О. А. Тургеневой. (1). 8 июля 1856.;
С. Т. Аксакову. (1). 9 июля 1856.;
Д. Я., Е. Я. Колбасиным. (1). 9 июля 1856.;
Н. А. Некрасову. (1). 10 июля 1856.;
Полине Тургеневой. (1). Первая половина июля 1856.;
А. В. Веневитинову. (1). 20 июля 1856.;
А. В. Дружинину. (1). 20 июля 1856.;
А. А. Краевскому. (1). 20 июля 1856.;
Е. Е. Ламберт. (1). 20 июля 1856.;
В. П. Боткину. (1). 21 июля 1856.;
Д. Я., Е. Я. Колбасиным. (1). 18 августа 1856.;
И. И. Панаеву. (1). 18 августа 1856.;
Полине Тургеневой. (1). 23 августа 1856.;
Полине Тургеневой. (1). 31 августа 1856.;
А. А. Фету. (1). Начало сентября 1856.;
А. И. Герцену. (1). 10 сентября 1856.;
M. Н. Толстой. (1). 11 сентября 1856.;
Л. Н. Толстому. (1). 13 сентября 1856.;
В. П. Боткину. (1). 18 сентября 1856.;
И. И. Панаеву. (1). 21 сентября 1856.;
Полине Тургеневой. (1). 1 октября 1856.;
И. И. Панаеву. (1). 3 октября 1856.;
Полине Тургеневой. (1). 11 октября 1856.;
Д. Я., Е. Я. Колбасиным. (1). 19 октября 1856.;
В. П. Боткину. (1). 25 октября 1856.;
А. И. Герцену. (1). 29 октября 1856.;
И. И. Панаеву. (1). 29 октября 1856.;
А. В. Дружинину. (1). 30 октября 1856.;
С. Т. Аксакову. (1). 1 ноября 1856.;
Д. Я. Колбасину. (1). 2 ноября 1856.;
Д. Я. Колбасину. (1). 7 ноября 1856.;
M. Н. Лонгинову. (1). 7 ноября 1856.;
А. Н. Островскому. (1). 7 ноября 1856.;
И. А. Гончарову. (1). 11 ноября 1856.;
Л. Н. Толстому. (1). 16 ноября 1856.;
А. И. Герцену. (1). 24 ноября 1856.;
В. П. Боткину. (1). 25 ноября 1856.;
Н. А. Мельгунову. (1). Ноябрь 1856.;
Н. А. Мельгунову. (1). Ноябрь 1856.;
Кларе Тургеневой. (1). Ноябрь 1856.;
Редактору «Московских ведомостей». (1). 4 декабря 1856.;
M. Н. Лонгинову. (1). 4 декабря 1856.;
