автор;род деятельности;публикация;год публикации;формат публикации (переписка/письмо/отрывки/отрывок);односторонняя / двусторонняя;персоналии;примечания;электронный источник
А. И. Герцену. (1). 5 декабря 1856.;
А. В. Дружинину. (1). 5 декабря 1856.;
Л. Н. Толстому. (1). 8 декабря 1856.;
А. И. Герцену. (1). 9 декабря 1856.;
Е. Я. Колбасину. (1). 14 декабря 1856.;
И. И. Панаеву. (1). 16 декабря 1856.;
Л. Н. Толстому. (1). 16, 23 декабря 1856.;
Я. П. Полонскому. (1). 24 декабря 1856.;
M. Н. Толстой. (1). 25 декабря 1856.;
С. Т. Аксакову. (1). 27 декабря 1856.;
А. И. Герцену. (1). 27 декабря 1856.;
Редактору «Московских ведомостей». (1). 1 января 1857.;
M. Н. Лонгинову. (1). 1 января 1857.;
П. В. Анненкову. (1). 3 января 1857.;
Л. Н. Толстому. (1). 3 января 1857.;
А. И. Герцену. (1). 4 января 1857.;
В. Н. Кашперову. (1). 5 января 1857.;
П. В. Анненкову. (1). 6 января 1857.;
И. И. Панаеву. (1). 12 января 1857.;
А. В. Дружинину. (1). 13 января 1857.;
Даниилу Гарвицу. (1). 25 октября 1856 — 26 января 1857.;
Е. П. Вяземской. (1). Середина января 1857.;
Е. Я. Колбасину. (1). 26 января 1857.;
П. В. Анненкову. (1). 28 января 1857.;
П. В. Анненкову. (1). 16 февраля 1857.;
А. И. Герцену. (1). 16 февраля 1857.;
Д. Я. Колбасину. (1). 16 февраля 1857.;
В. П. Боткину. (1). 17 февраля 1857.;
А. И. Герцену. (1). 21 февраля 1857.;
Я. П. Полонскому. (1). 17—22 февраля 1857.;
В. Н. Кашперову. (1). 23 февраля 1857.;
M. Н. Лонгинову. (1). 23 февраля 1857.;
П. В. Анненкову. (1). 26 февраля 1857.;
А. В. Дружинину. (1). 3 марта 1857.;
П. В. Анненкову. (1). 4 марта 1857.;
И. Ф. Миницкому. (1). 6 марта 1857.;
И. И. Панаеву. (1). 6 марта 1857.;
И. А. Гончарову. (1). 8 марта 1857.;
Е. Я. Колбасину. (1). 8 марта 1857.;
П. В. Анненкову. (1). 9 марта 1857.;
Ксавье Мармье. (1). 12 марта 1857.;
В. Н. Капшерову. (1). 13 марта 1857.;
Е. Е. Ламберт. (1). 13 марта 1857.;
И. П. Клюшникову. (1). 16 март 1857.;
"В. П. Боткину; А. В. Дружинину. (1). 23 марта 1857.";
Н. А. Мельгунову. (1). 24 / 25 марта 1857.;
И. И. Панаеву. (1). 26 марта 1857.;
П. В. Анненкову. (1). 3 апреля 1857.;
Д. Я., Е. Я. Колбасиным. (1). 18 апреля 1857.;
И. И. Панаеву. (1). 13 мая 1857.;
Полине Виардо. (1). 14 мая 1857.;
Полине Тургеневой. (1). 18 мая 1857.;
Р. М. Милнсу. (1). 24 мая 1857.;
Полине Виардо. (1). 25 мая 1857.;
Полине Виардо. (1). 29 мая 1857.;
Р. М. Милнсу. (1). 3 июня 1857.;
А. А. Трубецкой. (1). 24 июня 1857.;
П. В. Анненкову. (1). 27 июня 1857.;
Полине Тургеневой. (1). 27 июня 1857.;
И. И. Панаеву. (1). 4 июля 1857.;
M. H. Толстой. (1). 4 июля 1857.;
А. И. Герцену. (1). 5 июля 1857.;
А. И. Герцену. (1). 10 июля 1857.;
Луи Виардо. (1). 12 июля 1857.;
Полине Виардо. (1). 12 июля 1857.;
В. П. Боткину. (1). 17 июля 1857.;
Эдуарду Дантю. (1). 17 июля 1857.;
Полине Виардо. (1). 17 июля 1857.;
В. П. Боткину. (1). 23 июля 1857.;
Е. Е. Ламберт. (1). 13(25) июля и 26 июля 1857.;
В. П. Боткину. (1). 27 июля 1857.;
Д. Я., Е. Я. Колбасиным. (1). 27 июля 1857.;
А. А. Трубецкой. (1). 29 июля 1857.;
В. П. Боткину. (1). 4 августа 1857.;
В. П. Боткину. (1). 6 августа 1857.;
Н. А. Некрасову. (1). 12 августа 1857.;
А. А. Трубецкой. (1). 12 августа 1857.;
Л. Н. Толстому. (1). 14 августа 1857.;
Луи Виардо. (1). 15 августа 1857.;
M. Н. Толстой. (1). Середина августа 1857.;
В. П. Боткину. (1). 21 августа 1857.;
Эдуарду Дантю. (1). 29 августа 1857.;
В. П. Боткину. (1). 8 сентября 1857.;
Н. А. Некрасову. (1). 9 сентября 1857.;
"Е. Я., Д. Я. Колбасиным; Н. А. Некрасову; П. В. Анненкову. (1). 16 сентября 1857.";
Н. А. Некрасову. (1). 20 сентября 1857.;
В. П. Боткину. (1). 21 сентября 1857.;
П. В. Анненкову. (1). 23 сентября 1857.;
Полине Тургеневой. (1). 29 сентября 1857.;
С. П. Галаховой. (1). 3 октября 1857.;
В. П. Боткину. (1). 4 октября 1857.;
Луи Виардо. (1). 4 октября 1857.;
Полине Виардо. (1). 9 октября 1857.;
Полине Виардо. (1). 15 октября 1857.;
А. А. Иванову. (1). 18 октября 1857.;
Полине Тургеневой. (1). 21 октября 1857.;
П. В. Анненкову. (1). 31 октября 1857.;
Е. Е. Ламберт. (1). 3 ноября 1857.;
А. А. Фету. (1). 7 ноября 1857.;
Н. А. Некрасову. (1). 22 ноября 1857.;
Полине Тургеневой. (1). 22 ноября 1857.;
Л. Н. Толстому. (1). 25 ноября 1857.;
Д. Я., Е. Я. Колбасиным. (1). 28 ноября 1857.;
П. В. Анненкову. (1). 1 декабря 1857.;
Луи Виардо. (1). 2 декабря 1857.;
Д. Я., Е. Я. Колбасиным. (1). 7 декабря 1857.;
А. И. Герцену. (1). 10 декабря 1857.;
Е. Е. Ламберт. (1). 22 декабря 1857.;
А. И. Герцену. (1). 26 декабря 1857.;
Полине Тургеневой. (1). 26 декабря 1857.;
А. А. Фету. (1). 28 декабря 1857.;
И. И. Панаеву. (1). 1 января 1858.;
Редактору «Le Nord». 17 (29) января 1858.;
Л. Н. Толстому. (1). 17 января 1858.;
Н. А. Некрасову. (1). 18 января 1858.;
П. В. Анненкову. (1). 19 января 1858.;
Полине Тургеневой. (1). 19 января 1858.;
Полине Виардо. (1). 20 января 1858.;
Е. А. Черкасской. (1). Январь 1858.;
В. А. Черкасскому. (1). 6 / 13 февраля 1858.;
Луи Виардо. (1). 24 февраля (8 марта), 3 марта 1858.;
Д. Я., Е. Я. Колбасиным. (1). 26 февраля 1858.;
А. А. Фету. (1). 26 февраля 1858.;
Томасу Карлейлю. (1). 28 февраля 1858.;
Мануэлю Гарсиа. (1). 28 февраля 1858.;
Ричарду М. Милнсу. (1). 28 февраля 1858.;
Джону Дж. Шоу-Лефевру. (1). 28 февраля 1858.;
Н. А. Некрасову. (1). 1 марта 1858.;
Полине Тургеневой. (1). 3 марта 1858.;
Полине Тургеневой. (1). 6 марта 1858.;
В. П. Боткину. (1). 3—13 марта 1858.;
Е. А. Черкасской. (1). 13 марта 1858.;
Н. А. Орлову. (1). 18 марта 1858.;
П. В. Анненкову. (1). 26 марта 1858.;
Д. Я., Е. Я. Колбасиным. (1). 27 марта 1858.;
Н. А. Некрасову. (1). 27 марта 1858.;
Л. Н. Толстому. (1). 27 марта 1858.;
Полине Тургеневой. (1). 27 марта 1858.;
П. В. Анненкову. (1). 28 марта 1858.;
Полине Тургеневой. (1). 4 апреля 1858.;
Д. Я. Колбасину. (1). 8 апреля 1858.;
Полине Тургеневой. (1). 15 апреля 1858.;
Полине Тургеневой. (1). 26 апреля 1858.;
В. П. Боткину. (1). 28 / 29 апреля 1858.;
В. П. Боткину. (1). 13 мая 1858.;
Н. И. Тургеневу. (1). 13 мая 1858.;
Морицу Гартману. (1). 10—15 мая 1858.;
А. И. Герцену. (1). 18 мая 1858.;
В. П. Боткину. (1). 21 мая 1858.;
Д. Я. Колбасину. (1). 21 мая 1858.;
Е. Я. Колбасину. (1). 24 мая 1858.;
Е. Я. Колбасину. (1). 31 мая 1858.;
"А. М. Тургеневу; О. А. Тургеневой; H. М. Еропкиной. (1). 31 мая 1858.";
А. А. Фету. (1). 16—21 июня 1858.;
Полине Виардо. (1). 25 июня 1858.;
Полине Тургеневой. (1). 29 июня 1858.;
Н. X. Кетчеру. (1). 30 июня 1858.;
И. И. Панаеву. (1). 9 июля 1858.;
H. Н. Толстому. (1). 9 июля 1858.;
В. А. Черкасскому. (1). 9 июля 1858.;
Полине Тургеневой. (1). 16 июля 1858.;
Полине Виардо. (1). 9 июля, 18 июля 1858.;
В. А. Черкасскому. (1). 30 июля 1858.;
Н. X. Кетчеру. (1). 3 августа 1858.;
А. В. Дружинину. (1). 25 августа 1858.;
Полине Тургеневой. (1). 8 сентября 1858.;
А. А. Фету. (1). 9 сентября 1858.;
Н. А. Некрасову. (1). 17 сентября 1858.;
Ег. П. Ковалевскому. (1). 25 сентября 1858.;
А. Н. Апухтину. (1). 29 сентября 1858.;
К. Н. Леонтьеву. (1). 29 сентября 1858.;
А. В. Дружинину. (1). 10 октября 1858.;
Н. А. Некрасову. (1). 11 октября 1858.;
Полине Тургеневой. (1). 11 октября 1858.;
А. А. Фету. (1). Конец сентября — первая половина октября 1858.;
M. Н. Толстой. (1). Середина октября 1858.;
И. В. Павлову. (1). 16 октября 1858.;
M. Н. Толстой. (1). 24 октября 1858.;
И. П. Борисову. (1). 25 октября 1858.;
И. П. Борисову. (1). 28 октября 1858.;
А. А. Фету. (1). 30 октября 1858.;
M. Н. Толстой. (1). 5 ноября 1858.;
Полине Тургеневой. (1). Середина ноября 1858.;
Полине Виардо. (1). 18 ноября 1858.;
Е. Е. Ламберт. (1). 20 ноября 1858.;
М. Н. Каткову. (1). 10 декабря 1858.;
Полине Виардо. (1). 12, 14 декабря 1858.;
Полине Виардо. (1). 15 (27) декабря 1858, 30 декабря 1858 ;
Е. Е. Ламберт. (1). 8 / 15 декабря 1858.;
А. А. Фету. (1). 27 декабря 1858 .;
Н. А. Ооновскому. (1). 30 декабря 1858 .;
H. А. Некрасову. (1). Ноябрь — декабрь 1858.;
Ег. П. Ковалевскому. (1). Декабрь 1858.;
Н. А. Некрасову. (1). Декабрь 1858.;
