Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;Н. В. Гербелю. (1). 5 января 1863.
Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;Ф. А. Некрасову. (1). 10 января 1863.
Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;М. В. Авдееву. (1). 8 февраля 1863.
Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;B. C. Курочкину. (1). 15 февраля 1863.
Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;Н. Г. Помяловскому. (1). 17—18 февраля 1863.
Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;Ег. П. Ковалевскому. (1). 4 мая 1863.
Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;И. А. Панаеву. (1). 19 мая 1863.
Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;А. А. Буткевич. (1). начало июня 1863.
Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;И. А. Панаеву. (1). 18 июля 1863.
Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;А. Н. Островскому. (1). 8 сентября 1863.
Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;А. Н. Островскому. (1). 26 сентября 1863.
Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;Ег. П. Ковалевскому. (1). 7 октября 1863.
Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;П. В. Анненкову. (1). 14 ноября 1863.
Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;И. А. Панаеву. (1). 20 / 21 ноября 1863.
Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;И. А. Панаеву. (1). 1859 — конец 1863.
Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;П. В. Анненкову. (1). 1863.
Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;П. В. Анненкову. (1). 1863.
Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;А. В. Дружинину. (1). 31 декабря 1863.
Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;И. А. Панаеву. (1). 19 февраля 1864.
Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;М. С. Волконскому. (1). 21 февраля 1864.
Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;А. Н. Островскому. (1). после 7 марта 1864.
Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;В. П. Гаевскому. (1). 22 марта 1864.
Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;М. А. Антоновичу. (1). конец марта — 2 апреля 1864.
Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;Я. П. Полонскому. (1). 2 апреля 1864.
Некрасов, Николай Алексеевич;поэт;Некрасов Н. А. Полное собрание сочинений и писем: В 15 т. СПб.: Наука, 2000. Т. 15, кн. 1. Письма. 1863-1872. 350, [1] с., [1] л. портр.;2000;письмо;односторонняя;А. А. Буткевич. (1). середина мая 1864.
