автор;род деятельности;публикация;год публикации;формат публикации (переписка/письмо/отрывки/отрывок);односторонняя / двусторонняя;персоналии;примечания;электронный источник
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;А. Г. Достоевской. (1). 4 февраля 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;Л. Г. Достоевской. (1). 5 февраля 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;А. Г. Достоевской. (1). 6 февраля 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;А. Г. Достоевской. (1). 7 февраля 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;А. Г. Достоевской. (1). 8 февраля 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;Л. Г. Достоевской. (1). 9 февраля 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;Н. М. Достоевскому. (1). 10 февраля 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;А. Г. Достоевской. (1). 10 февраля 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;А. Г. Достоевской. (1). 11 февраля 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;А. Г. Достоевской. (1). 12 февраля 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;А. Г. Достоевской. (1). 12 февраля 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;А. Г. Достоевской. (1). 13 февраля 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;А. Г. Достоевской. (1). 13 февраля 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;А. Г. Достоевской. (1). 14 февраля 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;П. А. Исаеву. (1). 23 февраля 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;П. А. Козлову. (1). 1 марта 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;А. Н. Островскому. (1). 2 марта 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;Н. Л. Некрасову. (1). 20—23 марта 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;А. Г. Достоевской. (1). 6 апреля 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;А. Г. Достоевской. (1). 12 мая 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;А. Г. Достоевской. (1). 13 мая 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;А. Г. Достоевской. (1). 14 мая 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;А. Г. Достоевской. (1). 24 мая 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;Л. Г. Достоевской. (1). 27 мая 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;А. Г. Достоевской. (1). 29 мая 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;Л. Г. Достоевской. (1). 1 июня 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;А. Г. Достоевской. (1). 4 июня 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;Е. П. Ивановой. (1). 5 июня 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;А. Г. Достоевской. (1). 7 июня 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;А. Г. Достоевской. (1). 10 июня 1875.;;
Достоевский, Фёдор Михайлович;писатель, философ, публицист;Достоевский Ф. М. Полное собрание сочинений и писем: В 30 т. Л. : Наука, 1986. – Т. 29, кн. 2. Письма, 1875-1877. 374, [1] с. ;1986;письмо;одностороняя;А. Г. Достоевской. (1). 13 июня 1875.;;
