автор;род деятельности;публикация;год публикации;формат публикации (переписка/письмо/отрывки/отрывок);односторонняя / двусторонняя;персоналии;примечания;электронный источник
Е. Е. Ламберт. (1). 9 февраля 1860.;
В. Я. Карташевской. (1). 10 февраля 1860.;
Полине Тургеневой. (1). 10 февраля 1860.;
Н. И. Тургеневу. (1). 10 февраля 1860.;
А. Н. Майкову. (1). 11 февраля 1860.;
Н. А. Некрасову. (1). 11 февраля 1860.;
А. Н. Островскому. (1). 11 февраля 1860.;
В. Я. Карташевсной. (1). 12 февраля 1860.;
А. А. Краевскому. (1). 12 февраля 1860.;
В. А. Черкасскому. (1). 12 февраля 1860.;
В. Я. Карташевской. (1). 13 февраля 1860.;
Э. Ф. Раден. (1). 13 февраля 1860.;
В. А. Черкасскому. (1). 13 февраля 1860.;
В. Я. Карташевской. (1). 14 февраля 1860.;
Е. Е. Ламберт. (1). 14 февраля 1860.;
Е. Е. Ламберт. (1). 14 февраля 1860.;
В. Я. Карташевской. (1). 15 февраля 1860.;
А. А. Фету. (1). 15 февраля 1860.;
Е. Е. Ламберт. (1). 16 февраля 1860.;
К. Н. Леонтьеву. (1). 16 февраля 1860.;
Л. А. Мею. (1). 16 февраля 1860.;
Н. А. Некрасову. (1). ~ 19 февраля 1860.;
Ег. П. Ковалевскому. (1). 19 февраля 1860.;
Е. Е. Ламберт. (1). 19 февраля 1860.;
Е. Я. Колбасину. (1). 13 / 20 февраля 1860.;
Д. Я. Колбасину. (1). 23 февраля 1860.;
"А. А. Фету; И. П. Борисову. (1). 22, 29 февраля 1860.";
В. Я. Карташевской. (1). Вторая половина февраля 1860.;
Я. П. Полонскому. (1). Январь — февраль 1860.;
В. А. Черкасскому. (1). 2 марта 1860.;
А. А. Оболонскому. (1). 4 марта 1860.;
Е. Е. Ламберт. (1). Начало марта 1860.;
Е. Я. Колбасину. (1). Конец февраля — начало марта 1860.;
П. А. Плетневу. (1). 8 марта 1860.;
А. Н. Островскому. (1). 9 марта 1860.;
Э. Ф. Раден. (1). 9 марта 1860.;
Е. Е. Ламберт. (1). 10 марта 1860.;
П. А. Плетневу. (1). 11 марта 1860.;
Полине Тургеневой. (1). 13 марта 1860.;
А. Н. Островскому. (1). 15 февраля марта 1860.;
М. В. Авдееву. (1). 15 марта 1860.;
А. Н. Островскому. (1). 15 марта 1860.;
Н. А. Некрасову. (1). Первая половина марта 1860.;
А. А. Фету. (1). 13—16 марта 1860.;
В. Я. Карташевской. (1). 16 марта 1860.;
Е. Е. Ламберт. (1). 16 марта 1860.;
Я. П. Полонскому. (1). 18 марта 1860.;
Д. Я. Колбасину. (1). 20 марта 1860.;
М. А. Маркович. (1). 20 марта 1860.;
В. Я. Карташевской. (1). 22 марта 1860.;
К. Н. Леонтьеву. (1). 23 марта 1860.;
В. Я. Карташевской. (1). 26 марта 1860.;
И. Р. Родионову. (1). 27 марта 1860.;
И. М. Толстому. (1). 1844 — до апреля 1860 .;
Е. Я. Колбасину. (1). 2 апреля 1860.;
А. И. Гире. (1). 3 апреля 1860.;
Полине Тургеневой. (1). 7 апреля 1860.;
Ег. П. Ковалевскому. (1). 8 апреля 1860.;
Е. Я. Колбасину. (1). 8 / 15 апреля 1860.;
В. Я. Карташевской. (1). Середина апреля 1860.;
В. Я. Карташевской. (1). Январь — 16 апреля 1860.;
В. Я. Карташевской. (1). Январь — 16 апреля 1860.;
Т. Г. Шевченко. (1). Март — 17 апреля 1860.;
Е. А. Черкасской. (1). 17 апреля 1860.;
Е. Е. Ламберт. (1). 9 февраля — 18 апреля 1860.;
В. Я. Карташевской. (1). Конец 1859—18 апреля 1860.;
В. Я. Карташевской. (1). 19 апреля 1860.;
Е. Е. Ламберт. (1). 20 апреля 1860.;
Е. Е. Ламберт. (1). Январь — 20 апреля 1860.;
И. В. Павлову. (1). 15, 21 апреля 1860.;
В. Я. Карташевской. (1). 21 апреля 1860.;
К. Н. Леонтьеву. (1). 22 апреля 1860.;
Е. Е. Ламберт. (1). Апрель 1860.;
Ег. П. Ковалевскому. (1). Середина января — 24 апреля 1860.;
Е. Е. Ламберт. (1). 29 апреля 1860.;
А. А. Фету. (1). 30 апреля 1860.;
А. И. Герцену. (1). 9 мая 1860.;
М. А. Маркович. (1). 9 мая 1860.;
П. В. Анненкову. (1). 11 мая 1860.;
Е. Е. Ламберт. (1). 11 мая 1860.;
Н. Я. Макарову. (1). 14 мая 1860.;
Полине Тургеневой. (1). 9 / 16 мая 1860.;
Н. Ф. Крузе. (1). 20 мая 1860.;
П. В. Анненкову. (1). 22 мая 1860.;
А. И. Герцену. (1). 22 мая 1860.;
Н. Я. Макарову. (1). 22 мая 1860.;
А. И. Герцену. (1). 23 мая 1860.;
Н. Я. Макарову. (1). 26 мая 1860.;
М. А. Маркович. (1). 26 мая 1860.;
Полине Тургеневой. (1). 26 мая 1860.;
А. А. Фету. (1). 27 мая 1860.;
А. И. Герцену. (1). 29 мая 1860.;
А. А. Фету. (1). 1 июня 1860.;
А. И. Герцену. (1). 2 июня 1860.;
Полине Тургеневой. (1). 2 июня 1860.;
Е. Е. Ламберт. (1). 4 июня 1860.;
A. А. Маркович. (1). 6 июня 1860.;
B. Я. Карташевской. (1). 10 июня 1860.;
Полине Тургеневой. (1). 10 июня 1860.;
Е. Е. Ламберт. (1). 12, 14 июня 1860.;
Е. Е. Ламберт. (1). 17 июня 1860.;
М. А. Маркович. (1). 17 июня 1860.;
Е. Е. Ламберт. (1). 20 июня 1860.;
В. Я. Карташевской. (1). 26 июня 1860.;
П. В. Анненкову. (1). 26 июня 1860.;
Н. Я. Макарову. (1). 26 июня 1860.;
Е. Е. Ламберт. (1). 26 июня 1860.;
Полине Тургеневой. (1). 26 июня 1860.;
В. Я. Карташевской. (1). 2 июля 1860.;
Н. Я. Макарову. (1). 2 июля 1860.;
М. А. Маркович. (1). 3 июля 1860.;
Ег. П. Ковалевскому. (1). 7 июля 1860.;
Е. Е. Ламберт. (1). 7 июля 1860.;
А. А. Фету. (1). 29 июня, 9 июля 1860.;
М. А. Маркович. (1). 9 июля 1860.;
А. А. Фету. (1). 16 июля 1860.;
Е. М. Феоктистову. (1). 19 июля 1860.;
М. А. Маркович. (1). 20 июля 1860.;
М. А. Маркович. (1). 25 июля 1860.;
Полине Тургеневой. (1). 28 июля 1860.;
Е. Е. Ламберт. (1). 1 августа 1860.;
Н. Я. Макарову. (1). 1 августа 1860.;
М. А. Маркович. (1). 1 августа 1860.;
Е. Е. Ламберт. (1). 6 август 1860.;
Полине Тургеневой. (1). 6 августа 1860.;
Н. Я. Макарову. (1). 12 августа 1860.;
М. А. Маркович. (1). 12 августа 1860.;
М. А. Маркович. (1). 15 августа 1860.;
Е. Е. Ламберт. (1). 18 августа 1860.;
П. В. Анненкову. (1). 19 августа 1860.;
М. А. Маркович. (1). 20 августа 1860.;
Полине Тургеневой. (1). 20 августа 1860.;
Е. Е. Ламберт. (1). 23 августа 1860.;
Е. Е. Ламберт. (1). 25 августа 1860.;
А. А. Фету. (1). 27, 31 августа 1860.;
М. А. Маркович. (1). 31 августа 1860.;
М. А. Маркович. (1). 5 сентября 1860.;
А. И. Герцену. (1). 6 сентября 1860.;
А. И. Герцену. (1). 15 сентября 1860.;
А. В. Дружинину. (1). ~ 15 сентября 1860.;
Полине Тургеневой. (1). 16 сентября 1860.;
Е. Я. Колбасину. (1). 20 сентября 1860.;
Е. Е. Ламберт. (1). 21 сентября 1860.;
К. Н. Леонтьеву. (1). 21 сентября 1860.;
П. В. Анненкову. (1). 30 сентября 1860.;
М. А. Маркович. (1). Сентябрь 1860.;
И. И. Панаеву. (1). 1 октября 1860.;
Н. Я. Макарову. (1). 1 октября 1860.;
А. А. Фету. (1). 3 октября 1860.;
В. Я. Карташевской. (1). 4 октября 1860.;
А. И. Герцену. (1). 12 октября 1860.;
К. К. Случевскому. (1). 12 октября 1860.;
Полине Виардо. (1). 16 октября 1860.;
Кларе Тургеневой. (1). 16 октября 1860.;
А. И. Герцену. (1). 23 октября 1860.;
А. А. Краевскому. (1). 25 октября 1860.;
К. Н. Леонтьеву. (1). 30 октября 1860.;
Е. Е. Ламберт. (1). 31 октября 1860.;
А. И. Герцену. (1). 1, 2 ноября 1860.;
Я. П. Полонскому. (1). 4 ноября 1860.;
А. А. Фету. (1). 5, 7 ноября 1860.;
Н. Я. Макарову. (1). 7 ноября 1860.;
А. И. Герцену. (1). 8 ноября 1860.;
Н. П. Огареву. (1). 8 ноября 1860.;
Е. М. Феоктистову. (1). 11 ноября 1860.;
Е. Я. Колбасину. (1). 12 ноября 1860.;
П. В. Анненкову. (1). 19 ноября 1860.;
В. Я. Карташевской. (1). 22 ноября 1860.;
Е. Е. Ламберт. (1). 28 ноября 1860.;
M. Н. Каткову. (1). 7 декабря 1860.;
П. В. Долгорукову. (1). 8 декабря 1860.;
Е. Я. Колбасину. (1). 13 декабря 1860.;
Е. Е. Ламберт. (1). 17 декабря 1860.;
А. А. Фету. (1). 17 декабря 1860.;
А. И. Герцену. (1). 20 декабря 1860.;
К. К. Случевскому. (1). 26 декабря 1860.;
А. И. Герцену. (1). 28 декабря 1860.;
П. В. Анненкову. (1). Декабрь 1860.;
М. А. Маркович. (1). Сентябрь — декабрь 1860.;
В. Я. Карташевской. (1). 1859—1860.;
"А. А. Фету; И. П. Борисову. (1). 2 января 1861.";
П. В. Анненкову. (1). 5 января 1861.;
П. В. Анненкову. (1). 7 января 1861.;
В. Я. Карташевской. (1). 8 января 1861.;
Е. Е. Ламберт. (1). 8 января 1861.;
А. А. Фету. (1). 11 января 1861.;
П. В. Анненкову. (1). 16 января 1861.;
"H. И. Тургеневу; Кларе Тургеневой. (1). 16 января 1861.";
А. В. Дружинину. (1). 18 января 1861.;
О. Д. Хилковой. (1). 19 января 1861.;
С. Г. Волконскому. (1). 23 января 1861.;
Н. Я. Макарову. (1). 23 января 1861.;
А. И. Герцену. (1). 31 января 1861.;
Е. М. Феоктистову. (1). 1 февраля 1861.;
А. И. Герцену. (1). 10—12 февраля 1861.;
П. В. Анненкову. (1). 15 февраля 1861.;
М. А. Маркович. (1). 17 февраля 1861.;
Е. Е. Ламберт. (1). 16, 18 февраля 1861.;
М. А. Маркович. (1). 20 февраля 1861.;
А. И. Герцену. (1). 25 февраля 1861.;
Кларе Тургеневой. (1). 28 февраля 1861.;
А. И. Герцену. (1). 1 марта 1861.;
Н. А. Кочубею. (1). 5 марта 1861.;
Н. И. Тургеневу. (1). 5 марта 1861.;
П. В. Анненкову. (1). 6 марта 1861.;
Е. М. Феоктистову. (1). 8 марта 1861.;
Л. Н. Толстому. (1). 10 марта 1861.;
Н. И. Тургеневу. (1). 13 марта 1861.;
А. И. Герцену. (1). 14 марта 1861.;
А. В. Дружинину. (1). 14 марта 1861.;
Е. Я. Карташевской. (1). 14 марта 1861.;
Л. Н. Толстому. (1). 14 марта 1861.;
Редактору «Revue Europ?enne». (1). 14 1861.;
П. В. Анненкову. (1). 22 марта 1861.;
Н. А. Кочубею. (1). 23 марта 1861.;
Л. Н. Толстому. (1). 23 марта 1861.;
Н. Ф. Щербине. (1). 23 марта 1861.;
Н. И. Тургеневу. (1). 26 марта 1861.;
Е. Я. Колбасину. (1). 29 марта 1861.;
К. Н. Леонтьеву. (1). 29 марта 1861.;
К. К. Случевскому. (1). 31 марта 1861.;
Е. Е. Ламберт. (1). 1 апреля 1861.;
Н. И. Тургеневу, 5(17) апреля 1861.;
Б. Н. Чичерину. (1). Май 1860—13 апреля 1861 .;
Б. Н. Чичерину. (1). Май 1860 — 16 апреля 1861 .;
Н. А. Орлову. (1). 21 марта — 18 апреля 1861.;
Н. А. Кочубею. (1). Ноябрь 1860 — 18 апреля 1861 .;
К. К. Случевскому. (1). 19 апреля 1861.;
Н. И. Тургеневу. (1). 20 апреля 1861.;
Г. И. Бутакову. (1). Сентябрь 1860 — 20 апреля 1861 .;
А. С. де Сиркур. (1). 21 апреля 1861.;
Н. И. Тургеневу. (1). 21 апреля 1861.;
Полине Тургеневой. (1). 22 апреля 1861.;
Полине Тургеневой. (1). 24 апреля 1861.;
Полине Тургеневой. (1). 27 апреля 1861.;
О. Д. Хилковой. (1). 27 апреля 1861.;
Е. Е. Ламберт. (1). 1 мая 1861.;
Л. Н. Толстому. (1). 2 мая 1861.;
Е. Е. Ламберт. (1). 5 мая 1861.;
Л. Н. Толстому. (1). 8 мая 1861.;
Полине Тургеневой. (1). Конец апреля первая половина мая 1861.;
Е. Е. Ламберт. (1). 19 мая 1861.;
А. А. Фету. (1). 19 мая 1861.;
Е. Е. Ламберт. (1). 21 мая 1861.;
Я. П. Полонскому. (1). 21 мая 1861.;
И. П. Борисову. (1). 22 мая 1861.;
В. П. Боткину. (1). 22 мая 1861.;
М. А. Маркович. (1). 22 мая 1861.;
И. П. Борисову. (1). 23 мая 1861.;
А. А. Фету. (1). 24 мая 1861.;
Л. Н. Толстому. (1). 27 мая 1861.;
Л. Н. Толстому. (1). 28 мая 1861.;
Б. А. Целлинскому. (1). 30 мая 1861.;
Полине Тургеневой. (1). Май 1861.;
Полине Тургеневой. (1). 2 июня 1861.;
A. А. Фету. (1). 5 июня..;
B. Я. Карташевской. (1). 6 июня 1861.;
П. В. Анненкову. (1). 7 июня 1861.;
Е. Е. Ламберт. (1). 7 июня 1861.;
И. И. Маслову 7(19) июня 1861.;
Полине Тургеневой. (1). 11 июня 1861.;
Д. Я. Колбасину. (1). 14 июня 1861.;
M. Н. Лонгинову. (1). 14 июня 1861.;
Е. Е. Ламберт. (1). 15 июня 1861.;
И. П. Борисову. (1). 18 июня 1861.;
И. П. Борисову. (1). 22 июня 1861.;
А. А. Фету. (1). 22 июня 1861.;
И. П. Борисову. (1). 25 июня 1861.;
А. Я. Тургеневой. (1). 5 июля 1861.;
Е. Е. Ламберт. (1). 22 июня, 8 июля 1861.;
Полине Тургеневой. (1). 8 июля 1861.;
П. В. Анненкову. (1). 10 июля 1861.;
Я. П. Полонскому. (1). 14 июля 1861.;
Полине Тургеневой. (1). 16 июля 1861.;
Е. Е. Ламберт. (1). 19 июля 1861.;
К. К. Случевскому. (1). 19 июля 1861.;
А. А. Фету. (1). 25 июля 1861.;
Новицкому. (1). 28 июля 1861.;
П. В. Анненкову. (1). 6 августа 1861.;
Е. Е. Ламберт. (1). 6 августа 1861.;
Е. Я. Колбасину. (1). 8 августа 1861.;
Е. Е. Ламберт. (1). 12 августа 1861.;
М. А. Маркович. (1). 25 августа 1861.;
А. А. Фету. (1). 25 августа 1861.;
И. В. Анненкову. (1). 28 августа 1861.;
И. П. Борисову. (1). 28 августа 1861.;
Е. Е. Ламберт. (1). 28 августа 1861.;
Е. Е. Ламберт. (1). 1 сентября 1861.;
Е. Е. Ламберт. (1). 5 сентября 1861.;
Ф. M. Достоевскому. (1). 6 сентября 1861.;
В. Я. Карташевской. (1). 6 сентября 1861.;
Е. Е. Ламберт. (1). 7 сентября 1861.;
Полине Тургеневой. (1). Середина, не позднее 17 сентября 1861.;
Е. Е. Ламберт. (1). 17 сентября 1861.;
А. А. Фету. (1). 23 сентября 1861.;
К. К. Случевскому. (1). 24 сентября 1861.;
А. И. Герцену. (1). 25 сентября 1861.;
П. В. Анненкову. (1). 26 сентября 1861.;
Л. Н. Толстому. (1). 26 сентября 1861.;
Н. X. Кетчеру. (1). 26 сентября 1861.;
К. К. Случевскому. (1). 27 сентября 1861.;
П. В. Анненкову. (1). 1 октября 1861.;
M. Н. Каткову. (1). 1 октября 1861.;
В. П. Боткину. (1). 10 октября 1861.;
П. В. Анненкову. (1). 14 октября 1861.;
Ф. М. Достоевскому. (1). 16 октября 1861.;
Е. Е. Ламберт. (1). 18 октября 1861.;
Е. Е. Ламберт. (1). 21 октября 1861.;
П. В. Анненкову. (1). 26 октября 1861.;
M. Н. Каткову. (1). 27 октября 1861.;
Ф. М. Достоевскому. (1). 30 октября 1861.;
M. Н. Каткову. (1). 30 октября 1861.;
И. С. Аксакову. (1). 8 ноября 1861.;
А. А. Фету. (1). 8 ноября 1861.;
Е. Е. Ламберт. (1). 15 ноября 1861.;
П. В. Анненкову. (1). 21 ноября 1861.;
В. Э. де Марсу. (1). Между 28 сентября и 1 декабря 1861.;
M. Н. Каткову. (1). 4 декабря 1861.;
M. Н. Каткову. (1). 8 декабря 1861.;
Фридриху Боденштедту. (1). 10 декабря 1861.;
Е. Е. Ламберт. (1). 10 декабря 1861.;
П. В. Анненкову. (1). 11 декабря 1861.;
И. П. Борисову. (1). 11 декабря 1861.;
Валентине Делессер. (1). 13 декабря 1861.;
Фридриху Боденштедту. (1). 17 декабря 1861.;
Ф. М. Достоевскому. (1). 26 декабря 1861 .;
А. А. Фету. (1). 26 декабря 1861 .;
П. В. Анненкову. (1). li28 декабря 1861 .;
Александру Биксио. (1). Декабрь 1861.;
Н. И. Тургеневу. (1). 1861.;
