А. О. Смирновой. (1). 20 августа 1850.;
А. П. Толстому. (1). 20 августа 1850.;
А. Г. Толстой. (1). 30 августа 1850.;
А. С. Стурдзе. (1). 15 сентября 1850.;
П. Ф. Минстер. (1). 23 сентября 1850.;
А. О. Смирновой. (1). 26 октября 1850.;
М. И. Гоголь. (1). 28 октября 1850.;
А. В. Гоголь. (1). конец октября — начало ноября 1850.;
С. П. Шевыреву. (1). 7 ноября 1850.;
С. Т. Аксакову. (1). 7 ноября 1850.;
А. М. Трахимовскому. (1). ноябрь 1850.;
П. А. Плетневу. (1). 2 декабря 1850.;
С. П. Шевыреву. (1). 15 декабря 1850.;
В. А. Жуковскому. (1). 16 декабря 1850.;
А. А. Иванову. (1). 16 декабря 1850.;
С. Т. Аксакову. (1). 23 декабря 1850.;
А. О. Смирновой. (1). 23 декабря 1850.;
М. А. Константиновскому. (1). 30 декабря 1850.;
М. И. Гоголь. (1). 20 января 1851.;
П. А. Плетневу. (1). 25 января 1851.;
С. П. Шевыреву. (1). Февраль 1851.;
М. И., А. В., Е. В., О. В. Гоголь. (1). 4 марта 1851.;
П. А. Григорову. (1). 6 марта 1851.;
М. П. Погодину. (1). 7 марта 1851.;
А. А. Иванову. (1). 18 марта 1851.;
С. П. Шевыреву. (1). 18 марта 1851.;
С. П. Шевыреву. (1). после 18 марта 1851.;
М. И. Гоголь. (1). 21 марта 1851.;
А. О. Смирновой. (1). конец марта 1851.;
П. А. Плетневу. (1). 6 мая 1851.;
С. Т. Аксакову. (1). 14 мая 1851.;
А. В. Гоголь. (1). после 22 мая 1851.;
Е. В. Гоголь. (1). после 22 мая 1851.;
М. И. Гоголь. (1). 5 июня 1851.;
О. В. Гоголь. (1). 5 июня 1851.;
А. В., Е. В. Гоголь. (1). 5 июня 1851.;
М. И. Гоголь. (1). 14 июля 1851.;
В. И. Быкову. (1). 14 июля 1851.;
Е. В. Гоголь. (1). 14 июля 1851.;
П. А. Плетневу. (1). 15 июля 1851.;
Архимандриту Моисею. (1). середина июля 1851.;
С. П. Шевыреву. (1). 25—26 июля 1851.;
А. В., Е. В. Гоголь. (1). Июль 1851.;
Е. П. Репниной. (1). 3 августа 1851.;
А. Д. Блудовой. (1). Лето 1851.;
В. Н. Лешкову. (1). Лето 1851.;
М. И. Гоголь. (1). 2 сентября 1851.;
Е. В. Гоголь. (1). 2 сентября 1851.;
А. С., У. Г. Данилевским. (1). Июль — до 18 сентября 1851.;
В. И. Быкову. (1). 2—18 сентября 1851.;
М. И. Гоголь. (1). 18 сентября 1851.;
С. В. Скалой. (1). 18 сентября 1851.;
С. Т. Аксакову. (1). 20 сентября 1851.;
С. Т. Аксакову. (1). 21 сентября 1851.;
М. И. Гоголь. (1). 22 сентября 1851.;
Иеросхимонаху Макарию. (1). 25 сентября 1851.;
С. Т. Аксакову. (1). 30 сентября 1851.;
С. П. Шевыреву. (1). 30 сентября 1851.;
М. И. Гоголь. (1). Конец сентября 1851.;
М. П. Погодину. (1). Сентябрь 1851.;
М. И., А. В., Е. В. Гоголь. (1). 3 октября 1851.;
О. В. Гоголь. (1). 3 октября 1851.;
С. В. Скалой. (1). 3 октября 1851.;
С. Т. Аксакову. (1). 4—5 октября 1851.;
С. Т. Аксакову. (1). Октябрь 1851.;
В. И., Е. В. Быковым. (1). 8 ноября 1851.;
М. И. Гоголь. (1). 20 ноября 1851.;
М. А. Константиновскому. (1). 28 ноября 1851.;
П. А. Плетневу. (1). 30 ноября 1851.;
О. В. Гоголь. (1). Ноябрь 1851.;
О. В. Гоголь. (1). Ноябрь 1851.;
А. С. Данилевскому. (1). 16 декабря 1851.;
В. А. Жуковскому. (1). 20 декабря 1851.;
М. И. Гоголь. (1). 22 декабря 1851.;
О. В. Гоголь. (1). 22 декабря 1851.;
А. А. Иванову. (1). вторая половина года 1851.;
С. Т. Аксакову. (1). конец года 1851.;
М. И. Гоголь. (1). конец года 1851.;
С. П. Шевыреву. (1). конец года 1851.;
С. П. Шевыреву. (1). конец года 1851.;
С. П. Шевыреву. (1). конец года 1851.;
С. П. Шевыреву. (1). конец года 1851.;
С. Т. Аксакову. (1). 1851.;
П. А. Вяземскому. (1). 1 января 1852.;
А. О. Смирновой. (1). 1 января 1852.;
С. Т. Аксакову. (1). начало января 1852.;
М. И. Гоголь. (1). 2 февраля 1852.;
В. А. Жуковскому. (1). 2 февраля 1852.;
В. Н. Репниной. (1). 2 февраля 1852.;
Е. П. Репниной. (1). 2 февраля 1852.;
И. И. Барановскому. (1). ~ 2 февраля 1852.;
М. А. Константиновскому. (1). 6 февраля 1852.;
М. И. Гоголь. (1). ~ 10 февраля 1852.;
С. П. Шевыреву. (1). зима 1848—49 / 1851—52.;
С. Т. Аксакову. (1). конец 1848 — начало 1852.;
О. С. Аксаковой. (1). зима 1849—50 / 1851—52.;
А. Г. Толстой. (1). 1849 — начало 1852.;
А. Г. Толстой. (1). 1849 — начало 1852.;
Неустановленному лицу. (1). 1849 — начало 1852.;
